店铺,发票编号,发票状态,支付类型,账单周期,开具时间,付款币种,账单金额,广告活动,活动ID,计价方式,点击,平均点击单价,费用,其他费分摊,取值来源,承担商品,广告类型
慕声欧洲-UK,2377530M7PA25,PAID_IN_FULL,CREDIT_CARD,2025-07-22至2025-07-29,2025-07-28,GBP,507.42,新D06自动,421827185813581,CPC,22,0.22,4.84,0.00,业务报告,"MS-D06-206-5,MS-D06-206-4,MS-D06-20-2,MS-D06-368-4,MS-D06-234-3,MS-D06-368-3,MS-D06-208-4,MS-D06-2-2-,MS-D06-26-3,MS-D06-234-4,MS-D06-20-5,MS-D06-2-3-,MS-D06-234-5,MS-D06-26-2,MS-D06-348-2,MS-D06-208-2,MS-D06-20-3,MS-D06-2-4-,MS-D06-2-5-,MS-D06-26-4,MS-D06-348-4,MS-D06-209-3,MS-D06-208-3,MS-D06-348-3,MS-D06-209-4,MS-D06-20-4,MS-D06-209-2,MS-D06-206-3,MS-D06-209-5,MS-D06-206-2,MS-D06-234-2,MS-D06-368-5",SPONSORED PRODUCTS
慕声欧洲-UK,2377530M7PA25,PAID_IN_FULL,CREDIT_CARD,2025-07-22至2025-07-29,2025-07-28,GBP,507.42,D71自动,451712842798364,CPC,31,0.34,10.43,0.00,业务报告,"MSUK-D71-205-3,MSUK-D71-20-5,MSUK-D71-2-2,MSUK-D71-0-4,MSUK-D71-25-2,MSUK-D71-2-6,MSUK-D71-2-3,MSUK-D71-5-3,MSUK-D71-205-2,MSUK-D71-0-3,MSUK-D71-5-7",SPONSORED PRODUCTS
慕声欧洲-UK,2377530M7PA25,PAID_IN_FULL,CREDIT_CARD,2025-07-22至2025-07-29,2025-07-28,GBP,507.42,D60-自动,454472653050311,CPC,36,0.23,8.23,0.00,业务报告,"MSUK-D60-6-5,MSUK-D60-358-5,MSUK-D60-256-3,MSUK-D60-7-3,MSUK-D60-235-3,MSUK-D60-5-3,MSUK-D60-268-5,MSUK-D60-5-1,MSUK-D60-256-5,MSUK-D60-3-5,MSUK-D60-268-1,MSUK-D60-2-5,MSUK-D60-358-1,MSUK-D60-3-1,MSUK-D60-257-5,MSUK-D60-7-1,MSUK-D60-8-1,MSUK-D60-358-3,MSUK-D60-256-1,MSUK-D60-235-5,MSUK-D60-6-3,MSUK-D60-257-3,MSUK-D60-2-3,MSUK-D60-257-1,MSUK-D60-8-5,MSUK-D60-5-5,MSUK-D60-7-5,MSUK-D60-235-1,MSUK-D60-3-3",SPONSORED PRODUCTS
慕声欧洲-UK,2377530M7PA25,PAID_IN_FULL,CREDIT_CARD,2025-07-22至2025-07-29,2025-07-28,GBP,507.42,D25自动1,467321738791432,CPC,18,0.21,3.76,0.00,业务报告,"MSUK-D25-6-3,MSUK-D25-209-4,MSUK-D25-2-5,MSUK-D25-8-4,MSUK-D25-206-4,MSUK-D25-2-2,MSUK-D25-20-3,MSUK-D25-206-5,MSUK-D25-6-2,MSUK-D25-268-5,MSUK-D25-6-4,MSUK-D25-20-4-1,MSUK-D25-209-5,MSUK-D25-6-5,MSUK-D25-8-5,MSUK-D25-268-4,MSUK-D25-2-3,MSUK-D25-268-3,MSUK-D25-2-4,MSUK-D25-209-3,MSUK-D25-8-3,MSUK-D25-8-2,MSUK-D25-206-3",SPONSORED PRODUCTS
慕声欧洲-UK,2377530M7PA25,PAID_IN_FULL,CREDIT_CARD,2025-07-22至2025-07-29,2025-07-28,GBP,507.42,D63自动,468381222837440,CPC,34,0.42,14.23,0.00,业务报告,"MSUK-D63-209-4,MSUK-D63-206-5,MSUK-D63-205-5,MSUK-D63-2f-4,MSUK-D63-209-2,MSUK-D63-25-3,MSUK-D63-256-4,MSUK-D63-25-4,MSUK-D63-20-4,MSUK-D63-2f-3,MSUK-D63-20-2,MSUK-D63-209-3,MSUK-D63-20-3,MSUK-D63-206-4,MSUK-D63-205-4,MSUK-D63-20-5,MSUK-D63-509-5,MSUK-D63-2f-2,MSUK-D63-206-2,MSUK-D63-206-3,MSUK-D63-205-2,MSUK-D63-209-5,MSUK-D63-2f6-5,MSUK-D63-256-5,MSUK-D63-20f-5,MSUK-D63-20f-4,MSUK-D63-256-3,MSUK-D63-205-3",SPONSORED PRODUCTS
慕声欧洲-UK,2377530M7PA25,PAID_IN_FULL,CREDIT_CARD,2025-07-22至2025-07-29,2025-07-28,GBP,507.42,D30自动2-23,497562169763630,CPC,26,0.26,6.72,0.00,业务报告,"MSUK-D30-5-4,MSUK-D30-6-5,MSUK-D30-6-4,MSUK-D30-2-4-1,MSUK-D30-5-2,MSUK-D30-7-2,MSUK-D30-25-4-1,MSUK-D30-7-3,MSUK-D30-25-2,MSUK-D30-7-5,MSUK-D30-25-3,MSUK-D30-2-2,MSUK-D30-5-3,MSUK-D30-2-3,MSUK-D30-25-5,MSUK-D30-6-2,MSUK-D30-6-3,MSUK-D30-5-5,MSUK-D30-2-5,MSUK-D30-7-4",SPONSORED PRODUCTS
慕声欧洲-UK,2377530M7PA25,PAID_IN_FULL,CREDIT_CARD,2025-07-22至2025-07-29,2025-07-28,GBP,507.42,D71-手动精准,505070743851350,CPC,7,0.42,2.93,0.00,业务报告,"MSUK-D71-2-4,MSUK-D71-20-5,MSUK-D71-20-4,MSUK-D71-5-4,MSUK-D71-2-3,MSUK-D71-2-7,MSUK-D71-0-4,MSUK-D71-20-3,MSUK-D71-25-3,MSUK-D71-25-2,MSUK-D71-2-5,MSUK-D71-0-3,MSUK-D71-25-4,MSUK-D71-2-2,MSUK-D71-5-5,MSUK-D71-5-7,MSUK-D71-5-3,MSUK-D71-25-5,MSUK-D71-2-6,MSUK-D71-5-2,MSUK-D71-205-7,MSUK-D71-5-6,MSUK-D71-0-2,MSUK-D71-0-6,MSUK-D71-205-3,MSUK-D71-205-2",SPONSORED PRODUCTS
慕声欧洲-UK,2377530M7PA25,PAID_IN_FULL,CREDIT_CARD,2025-07-22至2025-07-29,2025-07-28,GBP,507.42,D47-手动精准,512596092807998,CPC,40,0.34,13.61,0.00,业务报告,"MSUK-D47-7-3,MSUK-D47-5-5,MSUK-D47-7-5,MSUK-D47-5-4,MSUK-D47-2-6,MSUK-D47-5-6,MSUK-D47-6-6,MSUK-D47-2-5,MSUK-D47-7-6,MSUK-D47-6-4,MSUK-D47-7-2,MSUK-D47-2-4,MSUK-D47-2-3,MSUK-D47-5-3,MSUK-D47-6-3,MSUK-D47-6-5,MSUK-D47-2-2,MSUK-D47-6-2,MSUK-D47-5-2,MSUK-D47-7-4",SPONSORED PRODUCTS
慕声欧洲-UK,2377530M7PA25,PAID_IN_FULL,CREDIT_CARD,2025-07-22至2025-07-29,2025-07-28,GBP,507.42,D74自动,519517451658382,CPC,55,0.44,24.18,0.00,业务报告,"MSUK-D74-2-5,MSUK-D74-7-5,MSUK-D74-2-2,MSUK-D74-2-4,MSUK-D74-2-6,MSUK-D74-7-3,MSUK-D74-6-4,MSUK-D74-5-2,MSUK-D74-6-5,MSUK-D74-7-2,MSUK-D74-5-3,MSUK-D74-5-6,MSUK-D74-2-3,MSUK-D74-6-3,MSUK-D74-5-4,MSUK-D74-7-4,MSUK-D74-5-5,MSUK-D74-6-6,MSUK-D74-6-2,MSUK-D74-7-6",SPONSORED PRODUCTS
慕声欧洲-UK,2377530M7PA25,PAID_IN_FULL,CREDIT_CARD,2025-07-22至2025-07-29,2025-07-28,GBP,507.42,D73-手动,520750068765726,CPC,26,0.46,11.83,0.00,业务报告,"MSUK-D73-269-3,MSUK-D73-206-3,MSUK-D73-206-5,MSUK-D73-209-5,MSUK-D73-209-4,MSUK-D73-269-4,MSUK-D73-20-2,MSUK-D73-20-3,MSUK-D73-20-5,MSUK-D73-269-5,MSUK-D73-26-3,MSUK-D73-206-4,MSUK-D73-206-2,MSUK-D73-26-4,MSUK-D73-20-4,MSUK-D73-269-2,MSUK-D73-26-2,MSUK-D73-209-2,MSUK-D73-26-5,MSUK-D73-209-3",SPONSORED PRODUCTS
慕声欧洲-UK,2377530M7PA25,PAID_IN_FULL,CREDIT_CARD,2025-07-22至2025-07-29,2025-07-28,GBP,507.42,D22自动新,527135057295761,CPC,75,0.27,19.96,0.00,业务报告,"MS-D22-5-4,MS-D22-6-5,MS-D22-0-5,MS-D22-2-3,MS-D22-205-2,MS-D22-2-2",SPONSORED PRODUCTS
慕声欧洲-UK,2377530M7PA25,PAID_IN_FULL,CREDIT_CARD,2025-07-22至2025-07-29,2025-07-28,GBP,507.42,D72-手动,532736007580196,CPC,41,0.56,22.89,0.00,业务报告,"MSUK-D72-201-4,MSUK-D72-216-3,MSUK-D72-216-2,MSUK-D72-206-4,MSUK-D72-26-4,MSUK-D72-26-3,MSUK-D72-20-5,MSUK-D72-26-5,MSUK-D72-201-3,MSUK-D72-20-2,MSUK-D72-20-4,MSUK-D72-216-5,MSUK-D72-20-3,MSUK-D72-206-2,MSUK-D72-216-4,MSUK-D72-26-2,MSUK-D72-206-3,MSUK-D72-201-2,MSUK-D72-201-5,MSUK-D72-206-5",SPONSORED PRODUCTS
慕声欧洲-UK,2377530M7PA25,PAID_IN_FULL,CREDIT_CARD,2025-07-22至2025-07-29,2025-07-28,GBP,507.42,D42-手动商品-陈,542904453274392,CPC,13,0.32,4.14,0.00,业务报告,"MSUK-D42-6-3,MSUK-D42-7-5,MSUK-D42-7-3,MSUK-D42-6-2,MSUK-D42-2-2,MSUK-D42-5-5,MSUK-D42-25-3,MSUK-D42-6-4,MSUK-D42-7-4,MSUK-D42-5-3,MSUK-D42-5-4,MSUK-D42-5-2,MSUK-D42-256-2,MSUK-D42-2-3,MSUK-D42-256-4,MSUK-D42-25-4,MSUK-D42-7-2,MSUK-D42-6-5,MSUK-D42-256-5,MSUK-D42-2-5,MSUK-D42-25-5,MSUK-D42-25-2",SPONSORED PRODUCTS
慕声欧洲-UK,2377530M7PA25,PAID_IN_FULL,CREDIT_CARD,2025-07-22至2025-07-29,2025-07-28,GBP,507.42,D73自动,552441102016304,CPC,68,0.35,23.93,0.00,业务报告,"MSUK-D73-206-5,MSUK-D73-26-3,MSUK-D73-20-5,MSUK-D73-269-3,MSUK-D73-206-2,MSUK-D73-20-3,MSUK-D73-209-4,MSUK-D73-269-5,MSUK-D73-26-4,MSUK-D73-26-5,MSUK-D73-20-2,MSUK-D73-209-3,MSUK-D73-26-2,MSUK-D73-206-3,MSUK-D73-209-2,MSUK-D73-20-4,MSUK-D73-269-2,MSUK-D73-209-5,MSUK-D73-269-4,MSUK-D73-206-4",SPONSORED PRODUCTS
慕声欧洲-UK,2439934M7PA25,PAID_IN_FULL,CREDIT_CARD,2025-07-28至2025-08-03,2025-08-02,GBP,245.77,D33手动,206422330535806,CPC,13,0.38,4.96,0.00,业务报告,"MSUK-D33-26-2,MSUK-D33-26-4,MSUK-D33-2-4",SPONSORED PRODUCTS
慕声欧洲-UK,2439934M7PA25,PAID_IN_FULL,CREDIT_CARD,2025-07-28至2025-08-03,2025-08-02,GBP,245.77,D33自动,227191886882379,CPC,18,0.27,4.77,0.00,业务报告,"MSUK-D33-2-4,MSUK-D33-26-4,MSUK-D33-26-2,MSUK-D30-7-5,MSUK-D30-2-4-1,MSUK-D30-6-5,MSUK-D30-6-3,MSUK-D30-5-3,MSUK-D30-5-2,MSUK-D30-6-4,MSUK-D30-25-4-1,MSUK-D30-5-4,MSUK-D30-25-3",SPONSORED PRODUCTS
慕声欧洲-UK,2439934M7PA25,PAID_IN_FULL,CREDIT_CARD,2025-07-28至2025-08-03,2025-08-02,GBP,245.77,D42手动,271743845417844,CPC,23,0.37,8.54,0.00,业务报告,"MSUK-D42-2-4,MSUK-D42-6-5,MSUK-D42-5-4,MSUK-D42-7-5,MSUK-D42-6-3,MSUK-D42-5-2,MSUK-D42-7-2,MSUK-D42-6-2,MSUK-D42-2-5,MSUK-D42-2-3,MSUK-D42-7-4,MSUK-D42-256-4,MSUK-D42-2-2,MSUK-D42-256-5,MSUK-D42-25-3,MSUK-D42-256-2,MSUK-D42-25-4,MSUK-D42-25-5,MSUK-D42-6-4,MSUK-D42-7-3,MSUK-D42-5-5,MSUK-D42-25-2,MSUK-D42-5-3",SPONSORED PRODUCTS
慕声欧洲-UK,2439934M7PA25,PAID_IN_FULL,CREDIT_CARD,2025-07-28至2025-08-03,2025-08-02,GBP,245.77,D63-精准3词,283094973144205,CPC,26,0.33,8.53,0.00,业务报告,"MSUK-D63-509-5,MSUK-D63-205-2,MSUK-D63-20-3,MSUK-D63-20-5,MSUK-D63-20-2,MSUK-D63-2f-4,MSUK-D63-205-4,MSUK-D63-256-3,MSUK-D63-209-2,MSUK-D63-206-2,MSUK-D63-25-3,MSUK-D63-2f-2,MSUK-D63-209-4,MSUK-D63-205-5,MSUK-D63-2f-3,MSUK-D63-206-5,MSUK-D63-25-4,MSUK-D63-2f-5,MSUK-D63-2f6-4",SPONSORED PRODUCTS
慕声欧洲-UK,2439934M7PA25,PAID_IN_FULL,CREDIT_CARD,2025-07-28至2025-08-03,2025-08-02,GBP,245.77,D75自动,292856546679709,CPC,47,0.33,15.59,0.00,业务报告,"MSUK-D75-268-2,MSUK-D75-268-4,MSUK-D75-206-2,MSUK-D75-2-4,MSUK-D75-2-5,MSUK-D75-208-4,MSUK-D75-2-3,MSUK-D75-2-2,MSUK-D75-20-3,MSUK-D75-20-4,MSUK-D75-206-3,MSUK-D75-20-2,MSUK-D75-206-4,MSUK-D75-208-5,MSUK-D75-20-5,MSUK-D75-208-3,MSUK-D75-268-3",SPONSORED PRODUCTS
慕声欧洲-UK,2439934M7PA25,PAID_IN_FULL,CREDIT_CARD,2025-07-28至2025-08-03,2025-08-02,GBP,245.77,D70自动,296350599943294,CPC,103,0.39,40.43,0.00,业务报告,"MSUK-D70-5-3,MSUK-D70-6-4,MSUK-D70-5-6,MSUK-D70-6-5,MSUK-D70-7-3,MSUK-D70-6-3,MSUK-D70-5-5,MSUK-D70-7-2,MSUK-D70-7-4,MSUK-D70-6-2,MSUK-D70-2-2,MSUK-D70-2-4,MSUK-D70-5-4,MSUK-D70-5-2,MSUK-D70-2-5,MSUK-D70-2-6,MSUK-D70-7-6,MSUK-D70-6-6,MSUK-D70-7-5,MSUK-D70-2-3",SPONSORED PRODUCTS
慕声欧洲-UK,2439934M7PA25,PAID_IN_FULL,CREDIT_CARD,2025-07-28至2025-08-03,2025-08-02,GBP,245.77,D70手动,307778534079657,CPC,52,0.40,20.98,0.00,业务报告,"MSUK-D70-2-6,MSUK-D70-7-5,MSUK-D70-6-3,MSUK-D70-2-5,MSUK-D70-5-6,MSUK-D70-2-3,MSUK-D70-7-3,MSUK-D70-5-3,MSUK-D70-7-2,MSUK-D70-2-2,MSUK-D70-7-6,MSUK-D70-6-2,MSUK-D70-5-2,MSUK-D70-7-4,MSUK-D70-2-4,MSUK-D70-5-5,MSUK-D70-5-4,MSUK-D70-6-4,MSUK-D70-6-6,MSUK-D70-6-5",SPONSORED PRODUCTS
慕声欧洲-UK,2439934M7PA25,PAID_IN_FULL,CREDIT_CARD,2025-07-28至2025-08-03,2025-08-02,GBP,245.77,D47-手动广泛,316931612471628,CPC,11,0.38,4.23,0.00,业务报告,"MSUK-D47-6-2,MSUK-D47-7-3,MSUK-D47-6-5,MSUK-D47-2-2,MSUK-D47-2-3,MSUK-D47-7-2,MSUK-D47-7-5,MSUK-D47-6-3,MSUK-D47-2-6,MSUK-D47-6-4,MSUK-D47-5-5,MSUK-D47-5-6,MSUK-D47-5-3,MSUK-D47-7-4,MSUK-D47-5-4,MSUK-D47-7-6,MSUK-D47-5-2,MSUK-D47-2-4,MSUK-D47-2-5,MSUK-D47-6-6",SPONSORED PRODUCTS
慕声欧洲-UK,2439934M7PA25,PAID_IN_FULL,CREDIT_CARD,2025-07-28至2025-08-03,2025-08-02,GBP,245.77,D22手动精准,32209886985230,CPC,7,0.32,2.22,0.00,业务报告,"MS-D22-25-2,MS-D22-5-4,MS-D22-0-5,MS-D22-5-3,MS-D22-7-4,MS-D22-27-5,MS-D22-6-5,MS-D22-5-5,MS-D22-7-3,MS-D22-7-2,MS-D22-27-3,MS-D22-2-2,MS-D22-5-2,MS-D22-506-4,MS-D22-0-2,MS-D22-25-3,MS-D22-25-5",SPONSORED PRODUCTS
慕声欧洲-UK,2439934M7PA25,PAID_IN_FULL,CREDIT_CARD,2025-07-28至2025-08-03,2025-08-02,GBP,245.77,D75手动,338343636569035,CPC,29,0.42,12.04,0.00,业务报告,"MSUK-D75-206-3,MSUK-D75-208-4,MSUK-D75-20-3,MSUK-D75-2-5,MSUK-D75-208-3,MSUK-D75-268-5,MSUK-D75-268-2,MSUK-D75-208-2,MSUK-D75-20-5,MSUK-D75-268-3,MSUK-D75-2-2,MSUK-D75-20-4,MSUK-D75-208-5,MSUK-D75-206-5,MSUK-D75-20-2,MSUK-D75-206-2,MSUK-D75-206-4,MSUK-D75-2-4,MSUK-D75-2-3,MSUK-D75-268-4",SPONSORED PRODUCTS
慕声欧洲-UK,2439934M7PA25,PAID_IN_FULL,CREDIT_CARD,2025-07-28至2025-08-03,2025-08-02,GBP,245.77,D23自动5.31,340918862675495,CPC,48,0.16,7.68,0.00,业务报告,"MS-D23-0-5,MS-D23-0-4,MS-D23-0-2,MS-D23-2-3,MS-D23-209-3,MS-D23-1-2,MS-D23-2-5,MS-D23-201-2,MS-D23-29-4,MS-D23-29-2,MS-D23-208-3,MS-D23-8-4,MS-D23-208-5,MS-D23-1-4,MS-D23-26-3,MS-D23-29-5,MS-D23-2-2,MS-D23-209-2,MS-D23-208-2,MS-D23-216-4",SPONSORED PRODUCTS
慕声欧洲-UK,2439934M7PA25,PAID_IN_FULL,CREDIT_CARD,2025-07-28至2025-08-03,2025-08-02,GBP,245.77,D72自动,361760978626676,CPC,27,0.34,9.22,0.00,业务报告,"MSUK-D72-26-2,MSUK-D72-216-2,MSUK-D72-216-5,MSUK-D72-26-5,MSUK-D72-206-5,MSUK-D72-201-4,MSUK-D72-201-5,MSUK-D72-206-4,MSUK-D72-26-3,MSUK-D72-216-4,MSUK-D72-20-2,MSUK-D72-26-4,MSUK-D72-20-3,MSUK-D72-216-3",SPONSORED PRODUCTS
慕声欧洲-UK,2439934M7PA25,PAID_IN_FULL,CREDIT_CARD,2025-07-28至2025-08-03,2025-08-02,GBP,245.77,D23手动1,385955122005696,CPC,14,0.48,6.72,0.00,业务报告,"MS-D23-201-5,MS-D23-216-3,MS-D23-26-5,MS-D23-29-4,MS-D23-26-2,MS-D23-20-4,MS-D23-208-5,MS-D23-8-4,MS-D23-20-5,MS-D23-29-2,MS-D23-0-5,MS-D23-209-3,MS-D23-2-5,MS-D23-26-4,MS-D23-201-2,MS-D23-2-3,MS-D23-1-2,MS-D23-26-3,MS-D23-2-2,MS-D23-209-2,MS-D23-20-3,MS-D23-0-2,MS-D23-0-4,MS-D23-1-4,MS-D23-29-5,MS-D23-208-3,MS-D23-8-2,MS-D23-208-4,MS-D23-208-2,MS-D23-0-3,MS-D23-209-4,MS-D23-216-2",SPONSORED PRODUCTS
慕声欧洲-UK,2439934M7PA25,PAID_IN_FULL,CREDIT_CARD,2025-07-28至2025-08-03,2025-08-02,GBP,245.77,D47-自动6.1,406284800434695,CPC,35,0.34,12.03,0.00,业务报告,"MSUK-D47-2-5,MSUK-D47-7-3,MSUK-D47-5-3,MSUK-D47-5-2,MSUK-D47-6-2,MSUK-D47-2-3,MSUK-D47-6-3,MSUK-D47-2-4,MSUK-D47-5-6,MSUK-D47-5-5,MSUK-D47-7-4,MSUK-D47-7-6,MSUK-D47-2-2,MSUK-D47-6-4,MSUK-D47-7-5,MSUK-D47-6-5,MSUK-D47-5-4,MSUK-D47-6-6",SPONSORED PRODUCTS
慕声欧洲-UK,2439934M7PA25,PAID_IN_FULL,CREDIT_CARD,2025-07-28至2025-08-03,2025-08-02,GBP,245.77,D74手动,412900525915003,CPC,14,0.41,5.67,0.00,业务报告,"MSUK-D74-5-3,MSUK-D74-2-4,MSUK-D74-6-3,MSUK-D74-5-4,MSUK-D74-6-4,MSUK-D74-5-6,MSUK-D74-7-5,MSUK-D74-7-2,MSUK-D74-7-3,MSUK-D74-5-2,MSUK-D74-2-2,MSUK-D74-6-2,MSUK-D74-5-5,MSUK-D74-2-3,MSUK-D74-7-4",SPONSORED PRODUCTS
慕声欧洲-UK,2439934M7PA25,PAID_IN_FULL,CREDIT_CARD,2025-07-28至2025-08-03,2025-08-02,GBP,245.77,新D06自动,421827185813581,CPC,17,0.24,4.00,0.00,业务报告,"MS-D06-206-5,MS-D06-206-4,MS-D06-20-2,MS-D06-368-4,MS-D06-234-3,MS-D06-368-3,MS-D06-208-4,MS-D06-2-2-,MS-D06-26-3,MS-D06-234-4,MS-D06-20-5,MS-D06-2-3-,MS-D06-234-5,MS-D06-26-2,MS-D06-348-2,MS-D06-208-2,MS-D06-20-3,MS-D06-2-4-,MS-D06-2-5-,MS-D06-26-4,MS-D06-348-4,MS-D06-209-3,MS-D06-208-3,MS-D06-348-3,MS-D06-209-4,MS-D06-20-4,MS-D06-209-2,MS-D06-206-3,MS-D06-209-5,MS-D06-206-2,MS-D06-234-2",SPONSORED PRODUCTS
慕声欧洲-UK,2439934M7PA25,PAID_IN_FULL,CREDIT_CARD,2025-07-28至2025-08-03,2025-08-02,GBP,245.77,D71自动,451712842798364,CPC,18,0.27,4.81,0.00,业务报告,"MSUK-D71-205-3,MSUK-D71-20-5,MSUK-D71-2-2,MSUK-D71-0-4,MSUK-D71-25-2,MSUK-D71-2-6,MSUK-D71-2-3,MSUK-D71-5-3",SPONSORED PRODUCTS
慕声欧洲-UK,2439934M7PA25,PAID_IN_FULL,CREDIT_CARD,2025-07-28至2025-08-03,2025-08-02,GBP,245.77,D60-自动,454472653050311,CPC,18,0.19,3.47,0.00,业务报告,"MSUK-D60-6-5,MSUK-D60-358-5,MSUK-D60-256-3,MSUK-D60-7-3,MSUK-D60-235-3,MSUK-D60-8-5,MSUK-D60-5-3,MSUK-D60-268-5,MSUK-D60-5-1,MSUK-D60-5-5,MSUK-D60-256-5,MSUK-D60-7-5,MSUK-D60-268-1,MSUK-D60-2-5,MSUK-D60-358-1,MSUK-D60-3-1,MSUK-D60-235-1,MSUK-D60-257-5,MSUK-D60-7-1,MSUK-D60-8-1,MSUK-D60-358-3,MSUK-D60-3-3,MSUK-D60-256-1,MSUK-D60-235-5,MSUK-D60-6-3,MSUK-D60-257-3,MSUK-D60-2-3,MSUK-D60-257-1,MSUK-D60-3-5",SPONSORED PRODUCTS
慕声欧洲-UK,2439934M7PA25,PAID_IN_FULL,CREDIT_CARD,2025-07-28至2025-08-03,2025-08-02,GBP,245.77,D25自动1,467321738791432,CPC,24,0.21,5.13,0.00,业务报告,"MSUK-D25-6-3,MSUK-D25-209-4,MSUK-D25-2-5,MSUK-D25-8-4,MSUK-D25-206-4,MSUK-D25-2-2,MSUK-D25-20-3,MSUK-D25-206-5,MSUK-D25-6-2,MSUK-D25-268-5,MSUK-D25-6-4,MSUK-D25-20-4-1,MSUK-D25-6-5,MSUK-D25-8-5,MSUK-D25-268-4,MSUK-D25-2-3,MSUK-D25-268-3,MSUK-D25-2-4,MSUK-D25-209-3,MSUK-D25-8-3,MSUK-D25-8-2,MSUK-D25-206-3,MSUK-D25-209-5",SPONSORED PRODUCTS
慕声欧洲-UK,2439934M7PA25,PAID_IN_FULL,CREDIT_CARD,2025-07-28至2025-08-03,2025-08-02,GBP,245.77,D63自动,468381222837440,CPC,22,0.39,8.54,0.00,业务报告,"MSUK-D63-209-4,MSUK-D63-206-5,MSUK-D63-205-5,MSUK-D63-2f-4,MSUK-D63-209-2,MSUK-D63-25-3,MSUK-D63-256-4,MSUK-D63-25-4,MSUK-D63-20-4,MSUK-D63-2f-3,MSUK-D63-20-2,MSUK-D63-209-3,MSUK-D63-20-3,MSUK-D63-206-4,MSUK-D63-205-4,MSUK-D63-20-5,MSUK-D63-509-5,MSUK-D63-2f-2,MSUK-D63-206-2,MSUK-D63-206-3,MSUK-D63-205-2,MSUK-D63-209-5,MSUK-D63-2f6-5,MSUK-D63-256-5,MSUK-D63-20f-5,MSUK-D63-20f-4,MSUK-D63-256-3,MSUK-D63-205-3",SPONSORED PRODUCTS
慕声欧洲-UK,2439934M7PA25,PAID_IN_FULL,CREDIT_CARD,2025-07-28至2025-08-03,2025-08-02,GBP,245.77,D30自动2-23,497562169763630,CPC,15,0.23,3.47,0.00,业务报告,"MSUK-D30-5-4,MSUK-D30-6-5,MSUK-D30-6-4,MSUK-D30-2-4-1,MSUK-D30-5-2,MSUK-D30-7-2,MSUK-D30-25-4-1,MSUK-D30-25-2,MSUK-D30-7-5,MSUK-D30-25-3,MSUK-D30-2-2,MSUK-D30-5-3,MSUK-D30-2-3,MSUK-D30-25-5,MSUK-D30-6-2,MSUK-D30-6-3,MSUK-D30-5-5,MSUK-D30-2-5,MSUK-D30-7-3",SPONSORED PRODUCTS
慕声欧洲-UK,2439934M7PA25,PAID_IN_FULL,CREDIT_CARD,2025-07-28至2025-08-03,2025-08-02,GBP,245.77,D47-手动精准,512596092807998,CPC,24,0.33,7.97,0.00,业务报告,"MSUK-D47-7-3,MSUK-D47-5-5,MSUK-D47-7-5,MSUK-D47-5-4,MSUK-D47-2-6,MSUK-D47-5-6,MSUK-D47-6-6,MSUK-D47-2-5,MSUK-D47-7-6,MSUK-D47-6-4,MSUK-D47-7-2,MSUK-D47-2-4,MSUK-D47-2-3,MSUK-D47-5-3,MSUK-D47-6-3,MSUK-D47-6-5,MSUK-D47-2-2,MSUK-D47-6-2,MSUK-D47-5-2,MSUK-D47-7-4",SPONSORED PRODUCTS
慕声欧洲-UK,2439934M7PA25,PAID_IN_FULL,CREDIT_CARD,2025-07-28至2025-08-03,2025-08-02,GBP,245.77,D74自动,519517451658382,CPC,12,0.36,4.33,0.00,业务报告,"MSUK-D74-7-5,MSUK-D74-2-2,MSUK-D74-2-4,MSUK-D74-2-6,MSUK-D74-7-3,MSUK-D74-6-4,MSUK-D74-5-2,MSUK-D74-6-5,MSUK-D74-7-2,MSUK-D74-5-6,MSUK-D74-6-3,MSUK-D74-5-4,MSUK-D74-7-4,MSUK-D74-5-5,MSUK-D74-6-6,MSUK-D74-7-6,MSUK-D74-2-5,MSUK-D74-2-3,MSUK-D74-6-2",SPONSORED PRODUCTS
慕声欧洲-UK,2439934M7PA25,PAID_IN_FULL,CREDIT_CARD,2025-07-28至2025-08-03,2025-08-02,GBP,245.77,D22自动新,527135057295761,CPC,47,0.27,12.58,0.00,业务报告,"MS-D22-5-4,MS-D22-6-5,MS-D22-0-5,MS-D22-2-3,MS-D22-205-2,MS-D22-2-2",SPONSORED PRODUCTS
慕声欧洲-UK,2439934M7PA25,PAID_IN_FULL,CREDIT_CARD,2025-07-28至2025-08-03,2025-08-02,GBP,245.77,D72-手动,532736007580196,CPC,17,0.53,9.08,0.00,业务报告,"MSUK-D72-201-4,MSUK-D72-216-3,MSUK-D72-216-2,MSUK-D72-206-4,MSUK-D72-26-4,MSUK-D72-26-3,MSUK-D72-20-5,MSUK-D72-26-5,MSUK-D72-201-3,MSUK-D72-20-2,MSUK-D72-20-4,MSUK-D72-216-5",SPONSORED PRODUCTS
慕声欧洲-UK,2439934M7PA25,PAID_IN_FULL,CREDIT_CARD,2025-07-28至2025-08-03,2025-08-02,GBP,245.77,D06-手动,534754424133174,CPC,9,0.25,2.22,0.00,业务报告,"MS-D06-2-5-,MS-D06-206-4,MS-D06-206-2,MS-D06-209-3,MS-D06-206-5,MS-D06-20-2,MS-D06-206-3,MS-D06-20-3,MS-D06-209-5,MS-D06-2-2-,MS-D06-20-5,MS-D06-209-4,MS-D06-2-4-,MS-D06-20-4,MS-D06-208-2,MS-D06-2-3-",SPONSORED PRODUCTS
