店铺,发票编号,发票状态,支付类型,账单周期,开具时间,付款币种,账单金额,广告活动,活动ID,计价方式,点击,平均点击单价,费用,其他费分摊,取值来源,承担商品,广告类型
慕声欧洲-UK,2012576M7PA25,PAID_IN_FULL,CREDIT_CARD,2025-06-27至2025-07-02,2025-07-01,GBP,513.39,D28手动广泛,205478948551481,CPC,6,0.42,2.49,0.00,业务报告,"MSUK-D28-209-3,MSUK-D28-268-3,MSUK-D28-2-5,MSUK-D28-20-5,MSUK-D28-206-5,MSUK-D28-209-2,MSUK-D28-20-2,MSUK-D28-209-5,MSUK-D28-6-5",SPONSORED PRODUCTS
慕声欧洲-UK,2012576M7PA25,PAID_IN_FULL,CREDIT_CARD,2025-06-27至2025-07-02,2025-07-01,GBP,513.39,D33手动,206422330535806,CPC,59,0.39,23.05,0.00,业务报告,"MSUK-D33-5-5,MSUK-D33-6-5,MSUK-D33-26-2,MSUK-D33-26-4,MSUK-D33-2-4,MSUK-D33-25-4",SPONSORED PRODUCTS
慕声欧洲-UK,2012576M7PA25,PAID_IN_FULL,CREDIT_CARD,2025-06-27至2025-07-02,2025-07-01,GBP,513.39,D33自动,227191886882379,CPC,63,0.26,16.38,0.00,业务报告,"MSUK-D33-2-4,MSUK-D33-25-4,MSUK-D33-26-4,MSUK-D33-6-5,MSUK-D33-26-2,MSUK-D33-5-5",SPONSORED PRODUCTS
慕声欧洲-UK,2012576M7PA25,PAID_IN_FULL,CREDIT_CARD,2025-06-27至2025-07-02,2025-07-01,GBP,513.39,D42手动,271743845417844,CPC,33,0.41,13.58,0.00,业务报告,"MSUK-D42-2-4,MSUK-D42-6-5,MSUK-D42-5-4,MSUK-D42-7-5,MSUK-D42-6-3,MSUK-D42-5-2,MSUK-D42-7-2,MSUK-D42-6-2,MSUK-D42-2-5,MSUK-D42-2-3,MSUK-D42-7-4,MSUK-D42-256-4,MSUK-D42-256-3,MSUK-D42-2-2,MSUK-D42-256-5,MSUK-D42-25-3,MSUK-D42-256-2,MSUK-D42-25-2,MSUK-D42-25-5,MSUK-D42-6-4,MSUK-D42-7-3,MSUK-D42-5-5,MSUK-D42-5-3,MSUK-D42-25-4",SPONSORED PRODUCTS
慕声欧洲-UK,2012576M7PA25,PAID_IN_FULL,CREDIT_CARD,2025-06-27至2025-07-02,2025-07-01,GBP,513.39,D63-精准3词,283094973144205,CPC,42,0.34,14.31,0.00,业务报告,"MSUK-D63-509-5,MSUK-D63-205-2,MSUK-D63-20-3,MSUK-D63-20-5,MSUK-D63-20-2,MSUK-D63-205-4,MSUK-D63-256-3,MSUK-D63-209-2,MSUK-D63-206-2,MSUK-D63-25-3,MSUK-D63-209-4,MSUK-D63-205-5,MSUK-D63-206-5,MSUK-D63-25-4",SPONSORED PRODUCTS
慕声欧洲-UK,2012576M7PA25,PAID_IN_FULL,CREDIT_CARD,2025-06-27至2025-07-02,2025-07-01,GBP,513.39,D75自动,292856546679709,CPC,57,0.37,20.91,0.00,业务报告,"MSUK-D75-268-2,MSUK-D75-206-5,MSUK-D75-268-4,MSUK-D75-206-2,MSUK-D75-2-4,MSUK-D75-2-5,MSUK-D75-208-4,MSUK-D75-2-3,MSUK-D75-2-2,MSUK-D75-20-3,MSUK-D75-20-4,MSUK-D75-206-3,MSUK-D75-20-2,MSUK-D75-206-4,MSUK-D75-208-2,MSUK-D75-208-5,MSUK-D75-20-5,MSUK-D75-208-3,MSUK-D75-268-5,MSUK-D75-268-3",SPONSORED PRODUCTS
慕声欧洲-UK,2012576M7PA25,PAID_IN_FULL,CREDIT_CARD,2025-06-27至2025-07-02,2025-07-01,GBP,513.39,D70自动,296350599943294,CPC,101,0.40,40.71,0.00,业务报告,"MSUK-D70-5-3,MSUK-D70-6-4,MSUK-D70-5-6,MSUK-D70-6-5,MSUK-D70-7-3,MSUK-D70-6-3,MSUK-D70-5-5,MSUK-D70-7-2,MSUK-D70-6-2,MSUK-D70-2-2,MSUK-D70-2-4,MSUK-D70-5-4,MSUK-D70-5-2,MSUK-D70-2-5,MSUK-D70-2-6,MSUK-D70-7-6,MSUK-D70-6-6,MSUK-D70-7-5,MSUK-D70-2-3,MSUK-D70-7-4",SPONSORED PRODUCTS
慕声欧洲-UK,2012576M7PA25,PAID_IN_FULL,CREDIT_CARD,2025-06-27至2025-07-02,2025-07-01,GBP,513.39,D70手动,307778534079657,CPC,84,0.43,35.94,0.00,业务报告,"MSUK-D70-2-6,MSUK-D70-7-5,MSUK-D70-6-3,MSUK-D70-2-5,MSUK-D70-5-6,MSUK-D70-2-3,MSUK-D70-7-3,MSUK-D70-5-3,MSUK-D70-7-2,MSUK-D70-2-2,MSUK-D70-7-6,MSUK-D70-6-2,MSUK-D70-5-2,MSUK-D70-7-4,MSUK-D70-2-4,MSUK-D70-5-5,MSUK-D70-5-4,MSUK-D70-6-4,MSUK-D70-6-6,MSUK-D70-6-5",SPONSORED PRODUCTS
慕声欧洲-UK,2012576M7PA25,PAID_IN_FULL,CREDIT_CARD,2025-06-27至2025-07-02,2025-07-01,GBP,513.39,D47-手动广泛,316931612471628,CPC,65,0.43,27.83,0.00,业务报告,"MSUK-D47-6-2,MSUK-D47-7-3,MSUK-D47-6-5,MSUK-D47-2-2,MSUK-D47-2-3,MSUK-D47-6-6,MSUK-D47-7-5,MSUK-D47-6-3,MSUK-D47-2-6,MSUK-D47-6-4,MSUK-D47-5-5,MSUK-D47-5-6,MSUK-D47-5-3,MSUK-D47-7-4,MSUK-D47-5-4,MSUK-D47-5-2,MSUK-D47-2-4,MSUK-D47-2-5",SPONSORED PRODUCTS
慕声欧洲-UK,2012576M7PA25,PAID_IN_FULL,CREDIT_CARD,2025-06-27至2025-07-02,2025-07-01,GBP,513.39,D22手动精准,32209886985230,CPC,32,0.36,11.63,0.00,业务报告,"MS-D22-25-2,MS-D22-2-3,MS-D22-5-2,MS-D22-5-4,MS-D22-0-5,MS-D22-506-4,MS-D22-0-2,MS-D22-5-3,MS-D22-25-5,MS-D22-7-4,MS-D22-27-5,MS-D22-6-5,MS-D22-5-5,MS-D22-25-4,MS-D22-506-2,MS-D22-2-5,MS-D22-25-3,MS-D22-2-2,MS-D22-27-3,MS-D22-7-2,MS-D22-7-5,MS-D22-205-4",SPONSORED PRODUCTS
慕声欧洲-UK,2012576M7PA25,PAID_IN_FULL,CREDIT_CARD,2025-06-27至2025-07-02,2025-07-01,GBP,513.39,D75手动,338343636569035,CPC,41,0.43,17.64,0.00,业务报告,"MSUK-D75-206-3,MSUK-D75-208-4,MSUK-D75-20-3,MSUK-D75-2-5,MSUK-D75-208-3,MSUK-D75-268-5,MSUK-D75-268-2,MSUK-D75-208-2,MSUK-D75-20-5,MSUK-D75-268-3,MSUK-D75-2-2,MSUK-D75-20-4,MSUK-D75-208-5,MSUK-D75-206-5,MSUK-D75-20-2,MSUK-D75-206-2,MSUK-D75-206-4,MSUK-D75-2-4,MSUK-D75-2-3,MSUK-D75-268-4",SPONSORED PRODUCTS
慕声欧洲-UK,2012576M7PA25,PAID_IN_FULL,CREDIT_CARD,2025-06-27至2025-07-02,2025-07-01,GBP,513.39,D23自动5.31,340918862675495,CPC,68,0.21,13.94,0.00,业务报告,"MS-D23-29-3,MS-D23-0-4,MS-D23-2-3,MS-D23-209-3,MS-D23-2-5,MS-D23-201-2,MS-D23-8-4,MS-D23-2-4,MS-D23-1-4,MS-D23-26-3,MS-D23-1-3",SPONSORED PRODUCTS
慕声欧洲-UK,2012576M7PA25,PAID_IN_FULL,CREDIT_CARD,2025-06-27至2025-07-02,2025-07-01,GBP,513.39,D72自动,361760978626676,CPC,45,0.38,16.97,0.00,业务报告,"MSUK-D72-26-2,MSUK-D72-216-2,MSUK-D72-216-5,MSUK-D72-26-5,MSUK-D72-201-2,MSUK-D72-201-4,MSUK-D72-201-5,MSUK-D72-206-3,MSUK-D72-206-2,MSUK-D72-206-4,MSUK-D72-26-3,MSUK-D72-216-4,MSUK-D72-20-2,MSUK-D72-20-5,MSUK-D72-26-4,MSUK-D72-20-4,MSUK-D72-20-3,MSUK-D72-216-3",SPONSORED PRODUCTS
慕声欧洲-UK,2012576M7PA25,PAID_IN_FULL,CREDIT_CARD,2025-06-27至2025-07-02,2025-07-01,GBP,513.39,D23手动1,385955122005696,CPC,39,0.45,17.51,0.00,业务报告,"MS-D23-1-3,MS-D23-201-5,MS-D23-208-3,MS-D23-216-2,MS-D23-29-4,MS-D23-26-2,MS-D23-20-4,MS-D23-201-4,MS-D23-8-4,MS-D23-20-5,MS-D23-208-4,MS-D23-0-5,MS-D23-209-3,MS-D23-0-3,MS-D23-2-4,MS-D23-201-2,MS-D23-2-3,MS-D23-1-2,MS-D23-26-3,MS-D23-20-3,MS-D23-209-4,MS-D23-0-4,MS-D23-29-3,MS-D23-1-4,MS-D23-1-5,MS-D23-201-3",SPONSORED PRODUCTS
慕声欧洲-UK,2012576M7PA25,PAID_IN_FULL,CREDIT_CARD,2025-06-27至2025-07-02,2025-07-01,GBP,513.39,D47-自动6.1,406284800434695,CPC,51,0.34,17.45,0.00,业务报告,"MSUK-D47-2-5,MSUK-D47-7-3,MSUK-D47-5-3,MSUK-D47-5-2,MSUK-D47-6-2,MSUK-D47-2-3,MSUK-D47-6-3,MSUK-D47-2-4,MSUK-D47-5-6,MSUK-D47-5-5,MSUK-D47-7-4,MSUK-D47-7-6,MSUK-D47-2-2,MSUK-D47-6-4,MSUK-D47-7-5,MSUK-D47-6-5,MSUK-D47-5-4,MSUK-D47-6-6",SPONSORED PRODUCTS
慕声欧洲-UK,2012576M7PA25,PAID_IN_FULL,CREDIT_CARD,2025-06-27至2025-07-02,2025-07-01,GBP,513.39,D74手动,412900525915003,CPC,37,0.55,20.32,0.00,业务报告,"MSUK-D74-5-3,MSUK-D74-2-4,MSUK-D74-6-5,MSUK-D74-6-3,MSUK-D74-5-4,MSUK-D74-6-6,MSUK-D74-5-6,MSUK-D74-7-5,MSUK-D74-2-6,MSUK-D74-7-2,MSUK-D74-7-3,MSUK-D74-5-2,MSUK-D74-2-2,MSUK-D74-2-5,MSUK-D74-6-2,MSUK-D74-5-5,MSUK-D74-2-3,MSUK-D74-7-4,MSUK-D74-6-4",SPONSORED PRODUCTS
慕声欧洲-UK,2012576M7PA25,PAID_IN_FULL,CREDIT_CARD,2025-06-27至2025-07-02,2025-07-01,GBP,513.39,新D06自动,421827185813581,CPC,112,0.27,29.94,0.00,业务报告,"MS-D06-20-2,MS-D06-208-4,MS-D06-2-2-,MS-D06-20-5,MS-D06-2-3-,MS-D06-26-2,MS-D06-20-3,MS-D06-2-4-,MS-D06-2-5-,MS-D06-348-4,MS-D06-209-3,MS-D06-208-3,MS-D06-20-4,MS-D06-209-2,MS-D06-209-5,MS-D06-206-2",SPONSORED PRODUCTS
慕声欧洲-UK,2012576M7PA25,PAID_IN_FULL,CREDIT_CARD,2025-06-27至2025-07-02,2025-07-01,GBP,513.39,D71自动,451712842798364,CPC,17,0.45,7.62,0.00,业务报告,"MSUK-D71-205-2,MSUK-D71-205-3,MSUK-D71-0-3,MSUK-D71-20-5,MSUK-D71-2-2,MSUK-D71-0-4,MSUK-D71-25-2,MSUK-D71-5-7,MSUK-D71-2-6,MSUK-D71-2-3,MSUK-D71-5-3",SPONSORED PRODUCTS
慕声欧洲-UK,2012576M7PA25,PAID_IN_FULL,CREDIT_CARD,2025-06-27至2025-07-02,2025-07-01,GBP,513.39,D60-自动,454472653050311,CPC,35,0.28,9.84,0.00,业务报告,"MSUK-D60-6-5,MSUK-D60-358-5,MSUK-D60-7-3,MSUK-D60-235-3,MSUK-D60-8-5,MSUK-D60-5-3,MSUK-D60-268-5,MSUK-D60-5-1,MSUK-D60-5-5,MSUK-D60-256-5,MSUK-D60-7-5,MSUK-D60-3-5,MSUK-D60-268-1,MSUK-D60-2-5,MSUK-D60-358-1,MSUK-D60-3-1,MSUK-D60-268-3,MSUK-D60-235-1,MSUK-D60-257-5,MSUK-D60-7-1,MSUK-D60-8-1,MSUK-D60-358-3,MSUK-D60-3-3,MSUK-D60-256-1,MSUK-D60-235-5,MSUK-D60-6-3,MSUK-D60-257-3,MSUK-D60-2-3,MSUK-D60-257-1,MSUK-D60-8-3,MSUK-D60-256-3",SPONSORED PRODUCTS
慕声欧洲-UK,2012576M7PA25,PAID_IN_FULL,CREDIT_CARD,2025-06-27至2025-07-02,2025-07-01,GBP,513.39,D25自动1,467321738791432,CPC,51,0.23,11.90,0.00,业务报告,"MSUK-D25-6-3,MSUK-D25-209-4,MSUK-D25-2-5,MSUK-D25-8-4,MSUK-D25-206-4,MSUK-D25-2-2,MSUK-D25-20-3,MSUK-D25-6-2,MSUK-D25-268-5,MSUK-D25-6-4,MSUK-D25-20-4-1,MSUK-D25-209-5,MSUK-D25-6-5,MSUK-D25-8-5,MSUK-D25-268-4,MSUK-D25-2-3,MSUK-D25-268-3,MSUK-D25-2-4,MSUK-D25-209-3,MSUK-D25-8-3,MSUK-D25-8-2,MSUK-D25-206-3,MSUK-D25-206-5",SPONSORED PRODUCTS
慕声欧洲-UK,2012576M7PA25,PAID_IN_FULL,CREDIT_CARD,2025-06-27至2025-07-02,2025-07-01,GBP,513.39,D63自动,468381222837440,CPC,31,0.45,13.87,0.00,业务报告,"MSUK-D63-205-3,MSUK-D63-209-4,MSUK-D63-206-5,MSUK-D63-205-5,MSUK-D63-2f-4,MSUK-D63-209-2,MSUK-D63-256-4,MSUK-D63-2f-3,MSUK-D63-209-3,MSUK-D63-20-3,MSUK-D63-206-4,MSUK-D63-205-4,MSUK-D63-20-5,MSUK-D63-2f-2,MSUK-D63-206-2,MSUK-D63-209-5,MSUK-D63-2f6-5,MSUK-D63-20f-5,MSUK-D63-20f-4,MSUK-D63-256-3",SPONSORED PRODUCTS
慕声欧洲-UK,2012576M7PA25,PAID_IN_FULL,CREDIT_CARD,2025-06-27至2025-07-02,2025-07-01,GBP,513.39,D30自动2-23,497562169763630,CPC,54,0.28,15.13,0.00,业务报告,"MSUK-D30-5-4,MSUK-D30-6-5,MSUK-D30-6-4,MSUK-D30-2-4-1,MSUK-D30-7-4,MSUK-D30-5-2,MSUK-D30-7-2,MSUK-D30-25-4-1,MSUK-D30-7-3,MSUK-D30-25-2,MSUK-D30-7-5,MSUK-D30-25-3,MSUK-D30-2-2,MSUK-D30-5-3,MSUK-D30-2-3,MSUK-D30-25-5,MSUK-D30-6-2,MSUK-D30-6-3,MSUK-D30-5-5,MSUK-D30-2-5",SPONSORED PRODUCTS
慕声欧洲-UK,2012576M7PA25,PAID_IN_FULL,CREDIT_CARD,2025-06-27至2025-07-02,2025-07-01,GBP,513.39,D71-手动精准,505070743851350,CPC,21,0.43,8.97,0.00,业务报告,"MSUK-D71-5-4,MSUK-D71-2-3,MSUK-D71-2-5,MSUK-D71-0-3,MSUK-D71-2-2,MSUK-D71-5-7,MSUK-D71-5-3,MSUK-D71-2-6,MSUK-D71-5-2,MSUK-D71-5-6",SPONSORED PRODUCTS
慕声欧洲-UK,2012576M7PA25,PAID_IN_FULL,CREDIT_CARD,2025-06-27至2025-07-02,2025-07-01,GBP,513.39,D47-手动精准,512596092807998,CPC,25,0.33,8.25,0.00,业务报告,"MSUK-D47-7-3,MSUK-D47-5-5,MSUK-D47-7-5,MSUK-D47-2-6,MSUK-D47-5-6,MSUK-D47-6-6,MSUK-D47-6-4,MSUK-D47-2-4,MSUK-D47-2-3,MSUK-D47-5-3,MSUK-D47-6-3,MSUK-D47-6-5,MSUK-D47-2-2,MSUK-D47-5-2,MSUK-D47-7-4",SPONSORED PRODUCTS
慕声欧洲-UK,2012576M7PA25,PAID_IN_FULL,CREDIT_CARD,2025-06-27至2025-07-02,2025-07-01,GBP,513.39,D74自动,519517451658382,CPC,41,0.43,17.70,0.00,业务报告,"MSUK-D74-2-5,MSUK-D74-7-5,MSUK-D74-2-2,MSUK-D74-2-4,MSUK-D74-2-6,MSUK-D74-7-3,MSUK-D74-5-2,MSUK-D74-6-5,MSUK-D74-7-2,MSUK-D74-5-3,MSUK-D74-5-6,MSUK-D74-2-3,MSUK-D74-6-3,MSUK-D74-5-4,MSUK-D74-7-4,MSUK-D74-5-5,MSUK-D74-6-6,MSUK-D74-6-2,MSUK-D74-7-6,MSUK-D74-6-4",SPONSORED PRODUCTS
慕声欧洲-UK,2012576M7PA25,PAID_IN_FULL,CREDIT_CARD,2025-06-27至2025-07-02,2025-07-01,GBP,513.39,D73-手动,520750068765726,CPC,35,0.52,18.15,0.00,业务报告,"MSUK-D73-269-3,MSUK-D73-26-5,MSUK-D73-206-3,MSUK-D73-209-3,MSUK-D73-206-5,MSUK-D73-209-5,MSUK-D73-209-4,MSUK-D73-269-4,MSUK-D73-20-2,MSUK-D73-20-3,MSUK-D73-20-5,MSUK-D73-269-5,MSUK-D73-26-3,MSUK-D73-206-4,MSUK-D73-206-2,MSUK-D73-26-4,MSUK-D73-20-4,MSUK-D73-269-2,MSUK-D73-26-2,MSUK-D73-209-2",SPONSORED PRODUCTS
慕声欧洲-UK,2012576M7PA25,PAID_IN_FULL,CREDIT_CARD,2025-06-27至2025-07-02,2025-07-01,GBP,513.39,D22自动新,527135057295761,CPC,83,0.28,23.17,0.00,业务报告,"MS-D22-5-4,MS-D22-6-5,MS-D22-0-5,MS-D22-2-3,MS-D22-205-2,MS-D22-2-2",SPONSORED PRODUCTS
慕声欧洲-UK,2012576M7PA25,PAID_IN_FULL,CREDIT_CARD,2025-06-27至2025-07-02,2025-07-01,GBP,513.39,D72-手动,532736007580196,CPC,34,0.44,15.05,0.00,业务报告,"MSUK-D72-216-3,MSUK-D72-216-2,MSUK-D72-216-4,MSUK-D72-206-4,MSUK-D72-26-4,MSUK-D72-26-3,MSUK-D72-20-5,MSUK-D72-26-5,MSUK-D72-201-3,MSUK-D72-20-2,MSUK-D72-201-2,MSUK-D72-20-4,MSUK-D72-216-5,MSUK-D72-201-5",SPONSORED PRODUCTS
慕声欧洲-UK,2012576M7PA25,PAID_IN_FULL,CREDIT_CARD,2025-06-27至2025-07-02,2025-07-01,GBP,513.39,D42-手动商品-陈,542904453274392,CPC,14,0.36,5.04,0.00,业务报告,"MSUK-D42-6-3,MSUK-D42-7-5,MSUK-D42-25-5,MSUK-D42-7-3,MSUK-D42-6-2,MSUK-D42-2-2,MSUK-D42-5-5,MSUK-D42-25-3,MSUK-D42-6-4,MSUK-D42-7-4,MSUK-D42-6-5,MSUK-D42-25-2,MSUK-D42-5-3,MSUK-D42-256-5,MSUK-D42-5-4,MSUK-D42-5-2,MSUK-D42-256-3,MSUK-D42-2-5,MSUK-D42-2-3,MSUK-D42-256-4,MSUK-D42-7-2,MSUK-D42-256-2",SPONSORED PRODUCTS
慕声欧洲-UK,2012576M7PA25,PAID_IN_FULL,CREDIT_CARD,2025-06-27至2025-07-02,2025-07-01,GBP,513.39,D73自动,552441102016304,CPC,44,0.41,18.10,0.00,业务报告,"MSUK-D73-206-5,MSUK-D73-26-3,MSUK-D73-20-5,MSUK-D73-269-3,MSUK-D73-206-2,MSUK-D73-20-3,MSUK-D73-209-4,MSUK-D73-269-5,MSUK-D73-26-4,MSUK-D73-26-5,MSUK-D73-20-2,MSUK-D73-209-3,MSUK-D73-26-2,MSUK-D73-206-3,MSUK-D73-209-2,MSUK-D73-20-4,MSUK-D73-269-2,MSUK-D73-209-5,MSUK-D73-269-4,MSUK-D73-206-4",SPONSORED PRODUCTS
慕声欧洲-UK,2024153M7PA25,PAID_IN_FULL,CREDIT_CARD,2025-07-01至2025-07-03,2025-07-02,GBP,115.82,D33手动,206422330535806,CPC,16,0.38,6.10,0.00,业务报告,"MSUK-D33-5-5,MSUK-D33-6-5,MSUK-D33-26-2,MSUK-D33-26-4,MSUK-D33-2-4,MSUK-D33-25-4",SPONSORED PRODUCTS
慕声欧洲-UK,2024153M7PA25,PAID_IN_FULL,CREDIT_CARD,2025-07-01至2025-07-03,2025-07-02,GBP,115.82,D33自动,227191886882379,CPC,17,0.25,4.19,0.00,业务报告,"MSUK-D33-2-4,MSUK-D33-26-4,MSUK-D33-6-5,MSUK-D33-26-2,MSUK-D33-5-5,MSUK-D33-25-4",SPONSORED PRODUCTS
慕声欧洲-UK,2024153M7PA25,PAID_IN_FULL,CREDIT_CARD,2025-07-01至2025-07-03,2025-07-02,GBP,115.82,D42手动,271743845417844,CPC,9,0.45,4.09,0.00,业务报告,"MSUK-D42-2-4,MSUK-D42-6-5,MSUK-D42-5-4,MSUK-D42-7-5,MSUK-D42-6-3,MSUK-D42-5-2,MSUK-D42-7-2,MSUK-D42-6-2,MSUK-D42-2-5,MSUK-D42-2-3,MSUK-D42-7-4,MSUK-D42-256-4,MSUK-D42-256-3,MSUK-D42-2-2,MSUK-D42-256-5,MSUK-D42-25-3,MSUK-D42-25-2,MSUK-D42-25-5,MSUK-D42-6-4,MSUK-D42-7-3,MSUK-D42-5-5,MSUK-D42-5-3,MSUK-D42-256-2,MSUK-D42-25-4",SPONSORED PRODUCTS
慕声欧洲-UK,2024153M7PA25,PAID_IN_FULL,CREDIT_CARD,2025-07-01至2025-07-03,2025-07-02,GBP,115.82,D63-精准3词,283094973144205,CPC,12,0.32,3.82,0.00,业务报告,"MSUK-D63-509-5,MSUK-D63-205-2,MSUK-D63-20-3,MSUK-D63-20-5,MSUK-D63-20-2,MSUK-D63-205-4,MSUK-D63-256-3,MSUK-D63-209-2,MSUK-D63-206-2,MSUK-D63-25-3,MSUK-D63-209-4,MSUK-D63-205-5,MSUK-D63-206-5,MSUK-D63-25-4",SPONSORED PRODUCTS
慕声欧洲-UK,2024153M7PA25,PAID_IN_FULL,CREDIT_CARD,2025-07-01至2025-07-03,2025-07-02,GBP,115.82,D75自动,292856546679709,CPC,17,0.36,6.07,0.00,业务报告,"MSUK-D75-268-2,MSUK-D75-206-5,MSUK-D75-268-4,MSUK-D75-206-2,MSUK-D75-2-4,MSUK-D75-2-5,MSUK-D75-208-4,MSUK-D75-2-3,MSUK-D75-2-2,MSUK-D75-20-3,MSUK-D75-20-4,MSUK-D75-206-3,MSUK-D75-20-2,MSUK-D75-206-4,MSUK-D75-208-2,MSUK-D75-208-5,MSUK-D75-20-5,MSUK-D75-208-3,MSUK-D75-268-5,MSUK-D75-268-3",SPONSORED PRODUCTS
慕声欧洲-UK,2024153M7PA25,PAID_IN_FULL,CREDIT_CARD,2025-07-01至2025-07-03,2025-07-02,GBP,115.82,D70自动,296350599943294,CPC,24,0.41,9.88,0.00,业务报告,"MSUK-D70-5-3,MSUK-D70-6-4,MSUK-D70-5-6,MSUK-D70-6-5,MSUK-D70-7-3,MSUK-D70-6-3,MSUK-D70-5-5,MSUK-D70-7-2,MSUK-D70-6-2,MSUK-D70-2-2,MSUK-D70-2-4,MSUK-D70-5-4,MSUK-D70-5-2,MSUK-D70-2-5,MSUK-D70-2-6,MSUK-D70-7-6,MSUK-D70-6-6,MSUK-D70-7-5,MSUK-D70-2-3,MSUK-D70-7-4",SPONSORED PRODUCTS
慕声欧洲-UK,2024153M7PA25,PAID_IN_FULL,CREDIT_CARD,2025-07-01至2025-07-03,2025-07-02,GBP,115.82,D70手动,307778534079657,CPC,16,0.43,6.89,0.00,业务报告,"MSUK-D70-2-6,MSUK-D70-7-5,MSUK-D70-6-3,MSUK-D70-2-5,MSUK-D70-5-6,MSUK-D70-2-3,MSUK-D70-7-3,MSUK-D70-5-3,MSUK-D70-7-2,MSUK-D70-2-2,MSUK-D70-7-6,MSUK-D70-6-2,MSUK-D70-5-2,MSUK-D70-7-4,MSUK-D70-2-4,MSUK-D70-5-5,MSUK-D70-5-4,MSUK-D70-6-4,MSUK-D70-6-6,MSUK-D70-6-5",SPONSORED PRODUCTS
慕声欧洲-UK,2024153M7PA25,PAID_IN_FULL,CREDIT_CARD,2025-07-01至2025-07-03,2025-07-02,GBP,115.82,D47-手动广泛,316931612471628,CPC,16,0.42,6.64,0.00,业务报告,"MSUK-D47-6-2,MSUK-D47-7-3,MSUK-D47-6-5,MSUK-D47-2-2,MSUK-D47-2-3,MSUK-D47-6-6,MSUK-D47-7-5,MSUK-D47-6-3,MSUK-D47-2-6,MSUK-D47-6-4,MSUK-D47-5-5,MSUK-D47-5-6,MSUK-D47-5-3,MSUK-D47-7-4,MSUK-D47-5-4,MSUK-D47-5-2,MSUK-D47-2-4,MSUK-D47-2-5",SPONSORED PRODUCTS
慕声欧洲-UK,2024153M7PA25,PAID_IN_FULL,CREDIT_CARD,2025-07-01至2025-07-03,2025-07-02,GBP,115.82,D22手动精准,32209886985230,CPC,6,0.34,2.04,0.00,业务报告,"MS-D22-25-2,MS-D22-2-3,MS-D22-5-2,MS-D22-5-4,MS-D22-0-5,MS-D22-0-2,MS-D22-5-3,MS-D22-25-5,MS-D22-27-5,MS-D22-6-5,MS-D22-5-5,MS-D22-25-4,MS-D22-27-3,MS-D22-2-5,MS-D22-2-2,MS-D22-7-4,MS-D22-506-2,MS-D22-7-2,MS-D22-7-5,MS-D22-25-3,MS-D22-205-4",SPONSORED PRODUCTS
慕声欧洲-UK,2024153M7PA25,PAID_IN_FULL,CREDIT_CARD,2025-07-01至2025-07-03,2025-07-02,GBP,115.82,D75手动,338343636569035,CPC,8,0.45,3.58,0.00,业务报告,"MSUK-D75-206-3,MSUK-D75-20-3,MSUK-D75-2-5,MSUK-D75-208-3,MSUK-D75-268-5,MSUK-D75-268-2,MSUK-D75-208-2,MSUK-D75-20-5,MSUK-D75-268-3,MSUK-D75-2-2,MSUK-D75-20-4,MSUK-D75-208-5,MSUK-D75-206-5,MSUK-D75-20-2,MSUK-D75-206-2,MSUK-D75-206-4,MSUK-D75-2-4,MSUK-D75-2-3,MSUK-D75-268-4,MSUK-D75-208-4",SPONSORED PRODUCTS
慕声欧洲-UK,2024153M7PA25,PAID_IN_FULL,CREDIT_CARD,2025-07-01至2025-07-03,2025-07-02,GBP,115.82,D23自动5.31,340918862675495,CPC,12,0.16,1.92,0.00,业务报告,"MS-D23-29-3,MS-D23-0-4,MS-D23-2-3,MS-D23-209-3,MS-D23-2-5,MS-D23-201-2,MS-D23-8-4,MS-D23-2-4,MS-D23-1-4,MS-D23-26-3,MS-D23-1-3",SPONSORED PRODUCTS
慕声欧洲-UK,2024153M7PA25,PAID_IN_FULL,CREDIT_CARD,2025-07-01至2025-07-03,2025-07-02,GBP,115.82,D72自动,361760978626676,CPC,12,0.39,4.68,0.00,业务报告,"MSUK-D72-26-2,MSUK-D72-216-2,MSUK-D72-216-5,MSUK-D72-26-5,MSUK-D72-201-2,MSUK-D72-201-4,MSUK-D72-201-5,MSUK-D72-206-3,MSUK-D72-206-2,MSUK-D72-206-4,MSUK-D72-26-3,MSUK-D72-216-4,MSUK-D72-20-2,MSUK-D72-20-5,MSUK-D72-26-4,MSUK-D72-20-4,MSUK-D72-20-3,MSUK-D72-216-3",SPONSORED PRODUCTS
慕声欧洲-UK,2024153M7PA25,PAID_IN_FULL,CREDIT_CARD,2025-07-01至2025-07-03,2025-07-02,GBP,115.82,D23手动1,385955122005696,CPC,8,0.41,3.27,0.00,业务报告,"MS-D23-1-3,MS-D23-201-5,MS-D23-208-3,MS-D23-216-2,MS-D23-29-4,MS-D23-26-2,MS-D23-20-4,MS-D23-201-4,MS-D23-8-4,MS-D23-20-5,MS-D23-208-4,MS-D23-0-5,MS-D23-209-3,MS-D23-0-3,MS-D23-2-4,MS-D23-201-2,MS-D23-2-3,MS-D23-1-2,MS-D23-26-3,MS-D23-20-3,MS-D23-209-4,MS-D23-0-4,MS-D23-29-3,MS-D23-1-4",SPONSORED PRODUCTS
