"MCID
卖家记号","Market Place
亚马逊商城","Company name
公司名称","USCC/Taxpayer Identification Number
统一社会信用代码/纳税人识别号","Quarter
季度","Total Revenue
收入总额 (a)","Refund Amount
退款金额 (b)","Net Income
收入净额 (c=a-b)","The total amount of commission and service fees paid to the platform
支付给平台的佣金、服务费合计金额","Number of Transactions (Order)
交易（订单）数量（笔）"
A11Y51I5ZXY4AO,amazon.co.uk,dongguanshimushengshangmaoyouxiangongsi,91441900MA4WNG4C6H,"Q3 (July - September 2025)
Q3 (2025年7-9月)",1681435.80,265985.29,1415450.51,566601.00,8172
