"Einschließlich Transaktionen zu Amazon Marketplace, Versand durch Amazon und Amazon Webstore"
"Alle Beträge in Euro sofern nicht anders gekennzeichnet"
"Definitionen:"
"Eingezogene Umsatzsteuer: Einschließlich von Käufern eingezogene Umsatzsteuer für Produktverkäufe, Versand und Geschenkverpackung."
"Verkaufsgebühren: Beinhaltet variable Abschlussgebühren und Werbekostenerstattungen."
"Andere Transaktionsgebühren: Einschließlich Ausgleichsbuchungen für Versand und Versandgebühren."
"Andere: Enthält Beträge zu Transaktionen, die nicht auf eine Bestellung bezogen sind. Weitere Details finden Sie zu jeder Bestellung in den Spalten ""Typ"" und ""Beschreibung""."
"Datum/Uhrzeit","Abrechnungsnummer","Typ","Bestellnummer","SKU","Beschreibung","Menge","Marketplace","Versand","Ort der Bestellung","Bundesland","Postleitzahl","Steuererhebungsmodell","Umsätze","Produktumsatzsteuer","Gutschrift für Versandkosten","Steuer auf Versandgutschrift","Gutschrift für Geschenkverpackung","Steuer auf Geschenkverpackungsgutschriften","Rabatte aus Werbeaktionen","Steuer auf Aktionsrabatte","Einbehaltene Steuer auf Marketplace","Verkaufsgebühren","Gebühren zu Versand durch Amazon","Andere Transaktionsgebühren","Andere","Gesamt"
"19.10.2025 13:12:05 UTC","25719285942","Bestellung","304-3394256-2293927","MS-D06-2-2","ANGOOL Sport BH,Klassische Frauen Büstenhalter Ohne Bügel Ringerrücken Sports Bras Fuer Yoga Fitness Training","2","amazon.de","Amazon","Herford","","32052","MarketplaceFacilitator","22,68","4,30","0,96","0,18","0","0","-3,22","-0,62","-3,86","-1,94","-6,32","0","0","12,16"
"19.10.2025 13:13:29 UTC","25719285942","Bestellung","028-0070884-7272379","MSEU-D63-209-4","ANGOOL Sport BH Damen ohne Bügel Push Up BH Starker Halt Sport Bustier Damen Gepolstert Crossback Seamless Yoga Joggen Gym, Schwarz+Grau+Weinrot, L","1","amazon.de","Amazon","Gelsenkirchen","Deutschland","45889","MarketplaceFacilitator","20,16","3,83","0","0","0","0","0","0","-3,83","-3,60","-3,26","0","0","13,30"
"19.10.2025 13:20:43 UTC","25719285942","Bestellung","302-5477029-7895568","MS-D06-209-4","ANGOOL Damen Komfort Klassische Racerback Sport BH Top Fuer Yoga Fitness-Training, Schwarz grau weinrot, L Fit 80D 80DD 80E 85D 90BC 90D","1","amazon.de","Amazon","Wildau","","15745","MarketplaceFacilitator","21,17","4,02","0","0","0","0","-2,12","-0,40","-3,62","-3,40","-3,68","0","0","11,97"
"19.10.2025 13:20:43 UTC","25719285942","Bestellung","302-5477029-7895568","MS-D06-209-5-1","ANGOOL Sport BH Damen Stark Halt Push Up Ohne Bügel Gepolstert Sport Bustier Seamless Sport BH Racerback Sports Bras Fuer Yoga Fitness Joggen Trainin","1","amazon.de","Amazon","Wildau","","15745","MarketplaceFacilitator","21,17","4,02","0","0","0","0","-2,12","-0,40","-3,62","-3,40","-3,26","0","0","12,39"
"19.10.2025 13:43:15 UTC","25719285942","Bestellung","306-0080620-8568340","MS-D06-209-3","ANGOOL Damen Komfort Klassische Racerback Sport BH Top Fuer Yoga Fitness-Training, Schwarz grau weinrot, M Fit 70DD 70E 75D 80BC 85BC","1","amazon.de","Amazon","Röthlein","","97520","MarketplaceFacilitator","21,17","4,02","0","0","0","0","0","0","-4,02","-3,78","-3,61","0","0","13,78"
"19.10.2025 14:00:45 UTC","25719285942","Bestellung","306-4600602-2000331","MSEU-D70-5-5","ANGOOL Damen Trägerloser BH ohne Bügel Push Up BH ohne Träger Feste Polster Bandeau Top Damen Seamless mit Transparente und Primärfarbige Träger,","1","amazon.de","Amazon","Berlin","","13125","MarketplaceFacilitator","12,09","2,30","0","0","0","0","0","0","-2,30","-1,15","-3,09","0","0","7,85"
"19.10.2025 14:19:36 UTC","25719285942","Bestellung","304-2232099-1345961","MSEU-D63-209-3","ANGOOL Sport BH Damen ohne Bügel Push Up BH Starker Halt Sport Bustier Damen Gepolstert Crossback Seamless Yoga Joggen Gym Sports Bra, Schwarz+Grau+W","1","amazon.de","Amazon","Leipzig","","04103","MarketplaceFacilitator","18,90","3,59","0","0","0","0","0","0","-3,59","-3,37","-3,26","0","0","12,27"
"19.10.2025 14:25:40 UTC","25719285942","Bestellung","302-0248398-0077909","MSEU1-D25-6-5","ANGOOL Sport BH Damen Einstellbarer Schultergurt Sport Bustier Damen Gepolstert Starker Halt Nahtlose Joggen Yoga Fitness Bra, 1er Pack, Weiß, XL","1","amazon.de","Amazon","Berlin","","13407","MarketplaceFacilitator","11,46","2,18","0","0","0","0","0","0","-2,18","-1,09","-3,16","0","0","7,21"
"19.10.2025 14:51:39 UTC","25719285942","Bestellung","306-4609930-7525968","MS-D06-368-5","ANGOOL Damen Komfort Klassische Racerback Sport BH Top Fuer Yoga Fitness-Training, Blau + Weiß + Grün, XL Fit 85DD 90D 90DD 95BC 95D","1","amazon.de","Amazon","Oberviechtach","","92526","MarketplaceFacilitator","21,17","4,02","0","0","0","0","0","0","-4,02","-3,78","-2,78","0","0","14,61"
"19.10.2025 15:39:33 UTC","25719285942","Bestellung","306-0191414-3591525","MSEU-D75-268-5","ANGOOL Sport BH Damen ohne Bügel Racerback Spaghetti Träger Sport Bustier Damen Gepolstert Seamless Y-Rücken Abnehmbare Cup für Low-Impact Trainin","1","amazon.de","Amazon","Oberviechtach","","92526","MarketplaceFacilitator","26,46","5,03","0","0","0","0","0","0","-5,03","-4,72","-3,54","0","0","18,20"
"19.10.2025 15:49:31 UTC","25719285942","Bestellung","028-5723972-5909934","MS-D06-2-5","ANGOOL Sport BH,Klassische Frauen Büstenhalter Ohne Bügel Ringerrücken Sports Bras Fuer Yoga Fitness Training","1","amazon.de","Amazon","Altenkirchen (westerwald)","","57610","MarketplaceFacilitator","11,34","2,15","0","0","0","0","-1,13","-0,22","-1,93","-0,97","-3,54","0","0","5,70"
"19.10.2025 15:49:31 UTC","25719285942","Bestellung","028-5723972-5909934","MS-D06-206-5","ANGOOL Damen Komfort Klassische Racerback Sport BH Top Fuer Yoga Fitness-Training, Schwarz + Grau + Weiß, XL Fit 85DD 90D 90DD 95BC 95D","1","amazon.de","Amazon","Altenkirchen (westerwald)","","57610","MarketplaceFacilitator","21,17","4,02","0","0","0","0","-2,12","-0,40","-3,62","-3,40","-3,26","0","0","12,39"
"19.10.2025 16:09:14 UTC","25719285942","Bestellung","303-9505160-9873912","MSEU-D70-2-5","ANGOOL Damen Trägerloser BH ohne Bügel Push Up BH ohne Träger Feste Polster Bandeau Top Damen Seamless mit Transparente und Primärfarbige Träger,","1","amazon.de","Amazon","Erfurt","","99097","MarketplaceFacilitator","12,09","2,30","0","0","0","0","0","0","-2,30","-1,15","-3,16","0","0","7,78"
"19.10.2025 17:45:28 UTC","25719285942","Bestellung","306-4804141-7509112","MS-D06-2-3","ANGOOL Sport BH,Klassische Frauen Büstenhalter Ohne Bügel Ringerrücken Sports Bras Fuer Yoga Fitness Training","1","amazon.de","Amazon","Kissing","Bayern","86438","MarketplaceFacilitator","11,34","2,15","0","0","0","0","0","0","-2,15","-1,08","-3,08","0","0","7,18"
"19.10.2025 18:07:46 UTC","25719285942","Bestellung","306-0195639-5863576","MS-D06-20-5","ANGOOL Damen Komfort Klassische Racerback Sport BH Top Fuer Yoga Fitness-Training, XL Fit 85DD 90D 90DD 95BC 95D, Schwarz+grau-Lot de 2","1","amazon.de","Amazon","Dresden","","01139","MarketplaceFacilitator","16,63","3,16","0","0","0","0","0","0","-3,16","-2,97","-3,20","0","0","10,46"
"19.10.2025 18:47:37 UTC","25719285942","Erstattung","306-8954791-0415547","MS-D06-26-3","ANGOOL Damen Komfort Klassische Racerback Sport BH Top Fuer Yoga Fitness-Training, M Fit 70DD 70E 75D 80BC 85BC, Schwarz+weiß","1","amazon.de","Amazon","Stuttgart","","70469","MarketplaceFacilitator","-16,63","-3,16","0","0","0","0","0","0","3,16","2,38","0","0","0","-14,25"
"19.10.2025 19:41:24 UTC","25719285942","Bestellung","303-6828586-7397946","MSEU-D70-6-4","ANGOOL Damen Trägerloser BH ohne Bügel Push Up BH ohne Träger Feste Polster Bandeau Top Damen Seamless mit Transparente und Primärfarbige Träger,","1","amazon.de","Amazon","Nordhausen","","99734","MarketplaceFacilitator","12,09","2,30","0","0","0","0","0","0","-2,30","-1,15","-3,16","0","0","7,78"
"19.10.2025 19:49:40 UTC","25719285942","Anpassung","303-2384205-7630722","MSEU-D75-2-3","Versand durch Amazon Erstattung für Lagerbestand - Kundenrücksendung","1","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","8,16","8,16"
"19.10.2025 20:09:38 UTC","25719285942","Bestellung","306-9452556-1781167","MS-D06-368-4","ANGOOL Damen Komfort Klassische Racerback Sport BH Top Fuer Yoga Fitness-Training, Blau Weiß Grün, L Fit 80D 80DD 80E 85D 90BC 90D","1","amazon.de","Amazon","Oberviechtach","","92526","MarketplaceFacilitator","21,17","4,02","0","0","0","0","-2,12","-0,40","-3,62","-3,40","-3,14","0","0","12,51"
"19.10.2025 20:09:38 UTC","25719285942","Bestellung","306-9452556-1781167","MS-D06-206-4","ANGOOL Damen Komfort Klassische Racerback Sport BH Top Fuer Yoga Fitness-Training, Schwarz + Grau + Weiß, L Fit 80D 80DD 80E 85D 90BC 90D","1","amazon.de","Amazon","Oberviechtach","","92526","MarketplaceFacilitator","21,17","4,02","0","0","0","0","-2,12","-0,40","-3,62","-3,40","-3,68","0","0","11,97"
"19.10.2025 20:12:27 UTC","25719285942","Bestellung","304-1875435-4156332","MS-D06-206-5","ANGOOL Damen Komfort Klassische Racerback Sport BH Top Fuer Yoga Fitness-Training, Schwarz + Grau + Weiß, XL Fit 85DD 90D 90DD 95BC 95D","1","amazon.de","Amazon","Dachau","","85221","MarketplaceFacilitator","21,17","4,02","0","0","0","0","-2,12","-0,40","-3,62","-3,40","-3,26","0","0","12,39"
"19.10.2025 20:12:27 UTC","25719285942","Bestellung","304-1875435-4156332","MS-D06-209-5-1","ANGOOL Sport BH Damen Stark Halt Push Up Ohne Bügel Gepolstert Sport Bustier Seamless Sport BH Racerback Sports Bras Fuer Yoga Fitness Joggen Trainin","1","amazon.de","Amazon","Dachau","","85221","MarketplaceFacilitator","21,17","4,02","0","0","0","0","-2,12","-0,40","-3,62","-3,40","-3,26","0","0","12,39"
"19.10.2025 20:15:39 UTC","25719285942","Bestellung","306-2567152-7385140","MS-D06-2-2","ANGOOL Sport BH,Klassische Frauen Büstenhalter Ohne Bügel Ringerrücken Sports Bras Fuer Yoga Fitness Training","1","amazon.de","Amazon","Wernau (neckar)","","73249","MarketplaceFacilitator","11,34","2,15","0","0","0","0","0","0","-2,15","-1,08","-3,16","0","0","7,10"
"19.10.2025 20:18:17 UTC","25719285942","Bestellung","305-4503461-4623546","MS-D06-2-2","ANGOOL Sport BH,Klassische Frauen Büstenhalter Ohne Bügel Ringerrücken Sports Bras Fuer Yoga Fitness Training","1","amazon.de","Amazon","Rheine","","48432","MarketplaceFacilitator","11,34","2,15","0","0","0","0","0","0","-2,15","-1,08","-3,16","0","0","7,10"
"19.10.2025 20:42:56 UTC","25719285942","Bestellung","028-2821687-3774717","MSEU-D75-206-2","ANGOOL Sport BH Damen ohne Bügel Racerback Spaghetti Träger Sport Bustier Damen Gepolstert Seamless Y-Rücken Abnehmbare Cup für Low-Impact Trainin","1","amazon.de","Amazon","Metzingen","Baden-Württemberg","72555","MarketplaceFacilitator","26,46","5,03","0","0","0","0","0","0","-5,03","-4,72","-3,61","0","0","18,13"
"19.10.2025 21:24:35 UTC","25719285942","Bestellung","303-0409985-5913964","MSEU-D63-20-2","ANGOOL Sport BH Damen ohne Bügel Push Up BH Starker Halt Sport Bustier Damen Gepolstert Crossback Seamless Yoga Joggen Gym Sports Bra, Schwarz+Grau,","1","amazon.de","Amazon","Siegburg","","53721","MarketplaceFacilitator","13,30","2,53","0","0","0","0","0","0","-2,53","-2,37","-3,61","0","0","7,32"
"19.10.2025 23:16:30 UTC","25719285942","Anpassung","306-8874093-9029925","MSEU-D75-206-2","Versand durch Amazon Erstattung für Lagerbestand - Kundenrücksendung","1","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","16,75","16,75"
"20.10.2025 02:39:12 UTC","25719285942","Anpassung","304-3209452-3228307","MS-D06-209-3","Versand durch Amazon Erstattung für Lagerbestand - Kundenrücksendung","1","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","13,61","13,61"
"20.10.2025 03:12:36 UTC","25719285942","Liquidationen","41841327118552","X001Y8AHX5","ANGOOL Sport Tank Top Damen Racerback Rippenstrick Ungepolstert Spaghetti Crop Top Seamless Elastische Ärmelloses Rundhalsausschnitt Fitness Yoga Alltagskleidung, Weiß, M-L","1","","","","","","","0,11","0","0","0","0","0","0","0","0","0","0","-0,36","0","-0,25"
"20.10.2025 06:33:16 UTC","25719285942","Bestellung","305-2572990-7683562","MS-D06-20-2","ANGOOL Damen Komfort Klassische Racerback Sport BH Top Fuer Yoga Fitness-Training, S Fit 65B 65C 65D 70BC 70D 75BC, Schwarz+grau","1","amazon.de","Amazon","Graz","Steiermark","8020","MarketplaceFacilitator","15,71","3,14","0","0","0","0","0","0","-3,14","-2,80","-3,09","0","0","9,82"
"20.10.2025 07:04:19 UTC","25719285942","Gebühren für Kundenrücksendungen mit Versand durch Amazon","304-6809293-5808336","X001C7KRGP","Gebühr für Warenrücksendungen pro Einheit bei Versand durch Amazon (Bekleidung und Schuhe)","","Amazon.de","","","","","","0","0","0","0","0","0","0","0","0","0","-1,77","0","0","-1,77"
"20.10.2025 08:02:06 UTC","25719285942","Versand durch Amazon Lagergebühr","","","Versand durch Amazon Langzeitlagergebühr","","Amazon.de","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","-2.177,36","-2.177,36"
"20.10.2025 09:18:12 UTC","25719285942","Gebühren für Kundenrücksendungen mit Versand durch Amazon","302-3511711-2047561","X001XZKATP","Gebühr für Warenrücksendungen pro Einheit bei Versand durch Amazon (Bekleidung und Schuhe)","","Amazon.de","","","","","","0","0","0","0","0","0","0","0","0","0","-1,84","0","0","-1,84"
"20.10.2025 10:22:16 UTC","25719285942","Gebühren für Kundenrücksendungen mit Versand durch Amazon","304-1903617-5294733","X001XZHRXR","Gebühr für Warenrücksendungen pro Einheit bei Versand durch Amazon (Bekleidung und Schuhe)","","Amazon.de","","","","","","0","0","0","0","0","0","0","0","0","0","-1,84","0","0","-1,84"
"20.10.2025 12:50:49 UTC","25719285942","Gebühren für Kundenrücksendungen mit Versand durch Amazon","302-6011102-6310722","X0019SDKPH","Gebühr für Warenrücksendungen pro Einheit bei Versand durch Amazon (Bekleidung und Schuhe)","","Amazon.de","","","","","","0","0","0","0","0","0","0","0","0","0","-1,84","0","0","-1,84"
"20.10.2025 12:53:16 UTC","25719285942","Gebühren für Kundenrücksendungen mit Versand durch Amazon","302-6011102-6310722","X001AFWDCZ","Gebühr für Warenrücksendungen pro Einheit bei Versand durch Amazon (Bekleidung und Schuhe)","","Amazon.de","","","","","","0","0","0","0","0","0","0","0","0","0","-1,81","0","0","-1,81"
"20.10.2025 13:44:55 UTC","25719285942","Gebühren für Kundenrücksendungen mit Versand durch Amazon","028-9490986-7443507","X001XZJEB5","Gebühr für Warenrücksendungen pro Einheit bei Versand durch Amazon (Bekleidung und Schuhe)","","Amazon.de","","","","","","0","0","0","0","0","0","0","0","0","0","-1,84","0","0","-1,84"
"20.10.2025 14:04:00 UTC","25719285942","Erstattung","306-1184536-2346759","MSEU-D71-2-4","ANGOOL Damen BH Ohne Bügel Mittlerer Halt Sport BH Rückenverschluss Verstellbar Träger Klassische Schlaf Bra Gepolstert V-Ausschnitt Seamless, Schw","1","amazon.de","Amazon","Dipperz","","36160","MarketplaceFacilitator","-12,09","-2,30","0","0","0","0","0","0","2,30","0,92","0","0","0","-11,17"
"20.10.2025 14:36:48 UTC","25719285942","Gebühren für Kundenrücksendungen mit Versand durch Amazon","305-3209766-8037155","X0019SBISN","Gebühr für Warenrücksendungen pro Einheit bei Versand durch Amazon (Bekleidung und Schuhe)","","Amazon.de","","","","","","0","0","0","0","0","0","0","0","0","0","-1,81","0","0","-1,81"
"20.10.2025 14:38:34 UTC","25719285942","Bestellung","306-7467144-8782741","MSEU-D70-7-3","ANGOOL Damen Trägerloser BH ohne Bügel Push Up BH ohne Träger Feste Polster Bandeau Top Damen Seamless mit Transparente und Primärfarbige Träger,","1","amazon.de","Amazon","Stuhr","","28816","MarketplaceFacilitator","11,34","2,15","0","0","0","0","0","0","-2,15","-1,08","-3,16","0","0","7,10"
"20.10.2025 14:38:52 UTC","25719285942","Bestellung","302-5588480-1730717","MSEU-D74-5-5","ANGOOL BH Damen Ohne Bügel V-Ausschnitt Softschalen Push Up BH Seamless High Elastizität Bustier Damen Gewellte Ränder Schlaf Bra Gepolstert, Beige","1","amazon.de","Amazon","Rügland","Deutschland","91622","MarketplaceFacilitator","14,11","2,68","0","0","0","0","0","0","-2,68","-2,52","-3,09","0","0","8,50"
"20.10.2025 14:39:59 UTC","25719285942","Erstattung","305-3061126-8266727","MSEU-D70-2-2","ANGOOL Damen Trägerloser BH ohne Bügel Push Up BH ohne Träger Feste Polster Bandeau Top Damen Seamless mit Transparente und Primärfarbige Träger,","1","amazon.de","Amazon","Hamburg","","22397","MarketplaceFacilitator","-11,34","-2,15","0","0","0","0","0","0","2,15","0,86","0","0","0","-10,48"
"20.10.2025 15:04:39 UTC","25719285942","Bestellung","306-1771668-2541956","MSEU1-D29-2-2","ANGOOL Sport BH Damen Starker Halt Push Up Einstellbarer Schultergurt Sport Bustier Damen Gepolstert Nahtlose Ribbed Ohne Bügel Joggen Yoga Fitness,","2","amazon.de","Amazon","Hamburg","","22763","MarketplaceFacilitator","22,40","4,26","2,24","0,42","0","0","-5,61","-1,06","-3,62","-1,60","-8,56","0","0","8,87"
"20.10.2025 15:29:38 UTC","25719285942","Bestellung","028-2456286-7785954","MS-D06-2-2","ANGOOL Sport BH,Klassische Frauen Büstenhalter Ohne Bügel Ringerrücken Sports Bras Fuer Yoga Fitness Training","1","amazon.de","Amazon","Hamburg","Hamburg","22419","MarketplaceFacilitator","10,71","2,03","0","0","0","0","0","0","-2,03","-1,02","-3,16","0","0","6,53"
"20.10.2025 15:33:37 UTC","25719285942","Anpassung","028-8492036-7638704","MSEU-D33-5-2","Versand durch Amazon Erstattung für Lagerbestand - Kundenrücksendung","1","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","6,95","6,95"
"20.10.2025 15:51:30 UTC","25719285942","Erstattung","028-2456286-7785954","MS-D06-2-2","ANGOOL Sport BH,Klassische Frauen Büstenhalter Ohne Bügel Ringerrücken Sports Bras Fuer Yoga Fitness Training","1","amazon.de","Amazon","Hamburg","Hamburg","22419","MarketplaceFacilitator","-10,71","-2,03","0","0","0","0","0","0","2,03","0,82","0","0","0","-9,89"
"20.10.2025 16:01:16 UTC","25719285942","Erstattung","306-9004354-4957148","MSEU-D75-20-3","ANGOOL Sport BH Damen ohne Bügel Racerback Spaghetti Träger Sport Bustier Damen Gepolstert Seamless Y-Rücken Abnehmbare Cup für Low-Impact Trainin","1","amazon.de","Amazon","Dillingen","","66763","MarketplaceFacilitator","-19,66","-3,73","0","0","0","0","0","0","3,73","2,81","0","0","0","-16,85"
"20.10.2025 16:15:54 UTC","25719285942","Gebühren für Kundenrücksendungen mit Versand durch Amazon","303-4689519-0452318","X0027UDI71","Gebühr für Warenrücksendungen pro Einheit bei Versand durch Amazon (Bekleidung und Schuhe)","","Amazon.de","","","","","","0","0","0","0","0","0","0","0","0","0","-1,58","0","0","-1,58"
"20.10.2025 16:17:06 UTC","25719285942","Bestellung","028-7984496-2185949","MSEU1-D25-8-4","ANGOOL Sport BH Damen Einstellbarer Schultergurt Sport Bustier Damen Gepolstert Starker Halt Nahtlose Joggen Yoga Fitness Bra, 1er Pack, Grün, L","1","amazon.de","Amazon","Hürth","Nordrhein-Westfalen","50354","MarketplaceFacilitator","10,58","2,01","0","0","0","0","0","0","-2,01","-1,01","-2,31","0","0","7,26"
"20.10.2025 16:59:31 UTC","25719285942","Bestellung","302-9428100-6635527","MSEU-D74-7-5","ANGOOL BH Damen Ohne Bügel V-Ausschnitt Softschalen Push Up BH Seamless High Elastizität Bustier Damen Gewellte Ränder Schlaf Bra Gepolstert, Braun","1","amazon.de","Amazon","Rügland","Deutschland","91622","MarketplaceFacilitator","14,11","2,68","0","0","0","0","0","0","-2,68","-2,52","-3,09","0","0","8,50"
"20.10.2025 17:16:40 UTC","25719285942","Bestellung","028-2316755-5017141","MSEU-D63-209-3","ANGOOL Sport BH Damen ohne Bügel Push Up BH Starker Halt Sport Bustier Damen Gepolstert Crossback Seamless Yoga Joggen Gym Sports Bra, Schwarz+Grau+W","1","amazon.de","Amazon","Bischofswiesen","Bayern","83483","MarketplaceFacilitator","17,64","3,35","0","0","0","0","0","0","-3,35","-3,15","-3,26","0","0","11,23"
"20.10.2025 17:16:40 UTC","25719285942","Bestellung","028-2316755-5017141","MSEU-D63-209-4","ANGOOL Sport BH Damen ohne Bügel Push Up BH Starker Halt Sport Bustier Damen Gepolstert Crossback Seamless Yoga Joggen Gym, Schwarz+Grau+Weinrot, L","1","amazon.de","Amazon","Bischofswiesen","Bayern","83483","MarketplaceFacilitator","17,64","3,35","0","0","0","0","0","0","-3,35","-3,15","-3,26","0","0","11,23"
"20.10.2025 17:21:23 UTC","25719285942","Bestellung","303-1469375-0813929","MSEU-D72-216-5","ANGOOL Sport BH Damen ohne Bügel Verstellbarer Spaghetti Träger Sport Bustier Damen Gepolstert Seamless Umwandelbar in Crossback, Schwarz+Lila+Weiß","1","amazon.de","Amazon","Daun","","54550","MarketplaceFacilitator","16,81","3,19","0","0","0","0","0","0","-3,19","-3,00","-3,61","0","0","10,20"
"20.10.2025 17:23:41 UTC","25719285942","Bestellung","028-0284317-3657929","MS-D23-209-4","ANGOOL Damen Sport BH ohne Bügel Gepolstert Yoga Bra Kreuz Rücken Sport Bustier für Jogging Fitness , Schwarz+grau+weinrot , L","1","amazon.de","Amazon","Markt Rettenbach","","87733","MarketplaceFacilitator","22,39","4,26","0","0","0","0","0","0","-4,26","-4,00","-3,16","0","0","15,23"
"20.10.2025 17:29:23 UTC","25719285942","Bestellung","302-6195312-8017143","MSEU-D70-5-4","ANGOOL Damen Trägerloser BH ohne Bügel Push Up BH ohne Träger Feste Polster Bandeau Top Damen Seamless mit Transparente und Primärfarbige Träger,","1","amazon.de","Amazon","Hofheim Am Taunus","","65719","MarketplaceFacilitator","10,88","2,07","0","0","0","0","0","0","-2,07","-1,04","-3,16","0","0","6,68"
"20.10.2025 17:38:49 UTC","25719285942","Bestellung","304-7418920-4349168","MSEU-D75-2-3","ANGOOL Sport BH Damen ohne Bügel Racerback Spaghetti Träger Sport Bustier Damen Gepolstert Seamless Y-Rücken Abnehmbare Cup für Low-Impact Trainin","1","amazon.de","Amazon","Wiesbaden","","65187","MarketplaceFacilitator","12,76","2,43","0","0","0","0","0","0","-2,43","-2,28","-3,47","0","0","7,01"
"20.10.2025 17:43:35 UTC","25719285942","Gebühren für Kundenrücksendungen mit Versand durch Amazon","028-2871714-1581911","X001AFWDCZ","Gebühr für Warenrücksendungen pro Einheit bei Versand durch Amazon (Bekleidung und Schuhe)","","Amazon.de","","","","","","0","0","0","0","0","0","0","0","0","0","-1,81","0","0","-1,81"
"20.10.2025 17:46:59 UTC","25719285942","Bestellung","028-7283642-5437146","MSEU-D74-2-2","ANGOOL BH Damen Ohne Bügel V-Ausschnitt Softschalen Push Up BH Seamless High Elastizität Bustier Damen Gewellte Ränder Schlaf Bra Gepolstert, Schwa","1","amazon.de","Amazon","Büchlberg","","94124","MarketplaceFacilitator","12,70","2,41","0","0","0","0","0","0","-2,41","-2,27","-3,09","0","0","7,34"
"20.10.2025 17:46:59 UTC","25719285942","Bestellung","028-7283642-5437146","MSEU-D74-6-2","ANGOOL BH Damen Ohne Bügel V-Ausschnitt Softschalen Push Up BH Seamless High Elastizität Bustier Damen Gewellte Ränder Schlaf Bra Gepolstert, Weiß","1","amazon.de","Amazon","Büchlberg","","94124","MarketplaceFacilitator","14,11","2,68","0","0","0","0","0","0","-2,68","-2,52","-3,09","0","0","8,50"
"20.10.2025 17:46:59 UTC","25719285942","Bestellung","028-7283642-5437146","MSEU-D74-5-2","ANGOOL BH Damen Ohne Bügel V-Ausschnitt Softschalen Push Up BH Seamless High Elastizität Bustier Damen Gewellte Ränder Schlaf Bra Gepolstert, Beige","1","amazon.de","Amazon","Büchlberg","","94124","MarketplaceFacilitator","12,70","2,41","0","0","0","0","0","0","-2,41","-2,27","-3,04","0","0","7,39"
"20.10.2025 18:16:33 UTC","25719285942","Erstattung","306-6670130-7873951","MS-D06-2-5","ANGOOL Sport BH,Klassische Frauen Büstenhalter Ohne Bügel Ringerrücken Sports Bras Fuer Yoga Fitness Training","1","amazon.de","Amazon","Siefersheim","DEUTSCHLAND","55599","MarketplaceFacilitator","-11,34","-2,15","-2,10","-0,40","0","0","2,10","0,40","2,15","0,86","0","0","0","-10,48"
"20.10.2025 19:09:07 UTC","25719285942","Bestellung","306-8464374-0573940","MSEU-D71-5-4","ANGOOL Damen BH Ohne Bügel Mittlerer Halt Sport BH Rückenverschluss Verstellbar Träger Klassische Schlaf Bra Gepolstert V-Ausschnitt Seamless, Beig","1","amazon.de","Amazon","Hadamar","","65589","MarketplaceFacilitator","12,09","2,30","0","0","0","0","0","0","-2,30","-1,15","-3,08","0","0","7,86"
"20.10.2025 19:14:58 UTC","25719285942","Bestellung","302-0508113-3897155","MS-D06-209-5-1","ANGOOL Sport BH Damen Stark Halt Push Up Ohne Bügel Gepolstert Sport Bustier Seamless Sport BH Racerback Sports Bras Fuer Yoga Fitness Joggen Trainin","1","amazon.de","Amazon","Seekirchen am Wallersee","","5201","MarketplaceFacilitator","19,99","4,00","0","0","0","0","0","0","-4,00","-3,57","-3,26","0","0","13,16"
"20.10.2025 19:38:11 UTC","25719285942","Bestellung","306-7019730-5148310","MS-D06-2-3","ANGOOL Sport BH,Klassische Frauen Büstenhalter Ohne Bügel Ringerrücken Sports Bras Fuer Yoga Fitness Training","1","amazon.de","Amazon","Wien","","1220","MarketplaceFacilitator","10,71","2,14","0","0","0","0","0","0","-2,14","-1,02","-3,08","0","0","6,61"
"20.10.2025 20:07:25 UTC","25719285942","Gebühren für Kundenrücksendungen mit Versand durch Amazon","028-8734798-4777949","X0027UFVU3","Gebühr für Warenrücksendungen pro Einheit bei Versand durch Amazon (Bekleidung und Schuhe)","","Amazon.de","","","","","","0","0","0","0","0","0","0","0","0","0","-1,58","0","0","-1,58"
"20.10.2025 20:07:30 UTC","25719285942","Erstattung","303-9264349-1868331","MS-D06-26-3","ANGOOL Damen Komfort Klassische Racerback Sport BH Top Fuer Yoga Fitness-Training, M Fit 70DD 70E 75D 80BC 85BC, Schwarz+weiß","1","amazon.de","Amazon","Lübeck","","23564","MarketplaceFacilitator","-15,71","-2,98","0","0","0","0","0","0","2,98","2,24","0","0","0","-13,47"
"20.10.2025 20:23:25 UTC","25719285942","Bestellung","028-5918855-3641123","MS-D06-2-4","ANGOOL Sport BH,Klassische Frauen Büstenhalter Ohne Bügel Ringerrücken Sports Bras Fuer Yoga Fitness Training","1","amazon.de","Amazon","Germering","","82110","MarketplaceFacilitator","10,71","2,03","0","0","0","0","0","0","-2,03","-1,02","-3,14","0","0","6,55"
