"Includes Amazon Marketplace, Fulfilment by Amazon (FBA), and Amazon Webstore transactions"
"All amounts in GBP, unless specified"
"Definitions:"
"Sales tax collected: Includes sales tax collected from buyers for product sales, delivery, and gift wrap."
"Selling fees: Includes variable closing fees and referral fees."
"Other transaction fees: Includes delivery chargebacks, delivery holdbacks."
"Other: Includes non-order transaction amounts. For more details, see the ""Type"" and ""Description"" columns for each order ID."
"date/time","settlement id","type","order id","sku","description","quantity","marketplace","fulfilment","order city","order state","order postal","tax collection model","product sales","product sales tax","postage credits","shipping credits tax","gift wrap credits","giftwrap credits tax","promotional rebates","promotional rebates tax","marketplace withheld tax","selling fees","fba fees","other transaction fees","other","total"
"1 Oct 2025 13:40:26 UTC","25636726972","Order","206-6516957-7381105","MSUK-D70-5-6","ANGOOL Women's Bandeau Bra Strapless Non-Wired Padded Seamless Multiway Convertible Straps Full Support Non-Slip, Beige, XXL","1","amazon.co.uk","Amazon","Nuneaton","Warks","CV10 7","MarketplaceFacilitator","12.97","2.60","0","0","0","0","0","0","-2.60","-2.34","-2.94","-0.11","0","7.58"
"1 Oct 2025 14:04:15 UTC","25636726972","Order","202-1962153-2573940","MSUK-D70-5-5","ANGOOL Women's Bandeau Bra Strapless Non-Wired Padded Seamless Multiway Convertible Straps Full Support Non-Slip, Beige, XL","1","amazon.co.uk","Amazon","LEEDS","west yorkshire","LS13 2","MarketplaceFacilitator","12.97","2.60","0","0","0","0","0","0","-2.60","-2.34","-2.94","-0.11","0","7.58"
"1 Oct 2025 14:47:20 UTC","25636726972","Order","203-8396831-1761167","MSUK-D70-6-6","ANGOOL Women's Bandeau Bra Strapless Non-Wired Padded Seamless Multiway Convertible Straps Full Support Non-Slip, White, XXL","1","amazon.co.uk","Amazon","KINGHORN","","KY3 9","MarketplaceFacilitator","12.97","2.60","0","0","0","0","0","0","-2.60","-2.34","-2.94","-0.11","0","7.58"
"1 Oct 2025 14:50:08 UTC","25636726972","Order","204-4155352-6869900","MSUK-D70-2-4","ANGOOL Women's Bandeau Bra Strapless Non-Wired Padded Seamless Multiway Convertible Straps Full Support Non-Slip, Black, L","1","amazon.co.uk","Amazon","MANCHESTER","","M20 4","MarketplaceFacilitator","12.97","2.60","0","0","0","0","0","0","-2.60","-2.34","-2.94","-0.11","0","7.58"
"1 Oct 2025 14:50:08 UTC","25636726972","Order","204-4155352-6869900","MSUK-D70-7-4","ANGOOL Women's Bandeau Bra Strapless Non-Wired Padded Seamless Multiway Convertible Straps Full Support Non-Slip, Brown, L","1","amazon.co.uk","Amazon","MANCHESTER","","M20 4","MarketplaceFacilitator","12.97","2.60","0","0","0","0","0","0","-2.60","-2.34","-2.94","-0.11","0","7.58"
"1 Oct 2025 15:17:28 UTC","25636726972","Order","026-6955577-1389952","MSUK-D74-6-3","ANGOOL Seamless Bras for Women Wire Free Push Up V Neck Padded Bralette Soft Support Full Coverage Comfort Women Bra, White, M","1","amazon.co.uk","Amazon","STRATFORD-UPON-AVON","Warwickshire","CV37 7","MarketplaceFacilitator","13.17","2.63","0","0","0","0","0","0","-5.26","-4.74","-2.72","-0.14","0","2.94"
"1 Oct 2025 15:17:28 UTC","25636726972","Order","026-6955577-1389952","MSUK-D74-6-3","ANGOOL Seamless Bras for Women Wire Free Push Up V Neck Padded Bralette Soft Support Full Coverage Comfort Women Bra, White, M","1","amazon.co.uk","Amazon","STRATFORD-UPON-AVON","Warwickshire","CV37 7","","13.17","2.63","0","0","0","0","0","0","0","0","-2.72","-0.05","0","13.03"
"1 Oct 2025 15:38:11 UTC","25636726972","Order","205-8189970-4122704","MSUK-D70-7-4","ANGOOL Women's Bandeau Bra Strapless Non-Wired Padded Seamless Multiway Convertible Straps Full Support Non-Slip, Brown, L","1","amazon.co.uk","Amazon","LIVERPOOL","","L36 4","MarketplaceFacilitator","12.97","2.60","0","0","0","0","0","0","-2.60","-2.34","-2.94","-0.11","0","7.58"
"1 Oct 2025 15:40:04 UTC","25636726972","Order","026-1254183-5640325","MS-D06-206-4","ANGOOL Women's Sports Bra Padded High Impact Racerback Comfy Yoga Workout Bra, L Fit 36D 36DD 36E 38D 40BC, Black+gray+white","1","amazon.co.uk","Amazon","LONDON","","E6 5","MarketplaceFacilitator","15.81","3.16","0","0","0","0","0","0","-3.16","-2.85","-3.19","-0.12","0","9.65"
"1 Oct 2025 15:40:10 UTC","25636726972","Order","205-0801612-0133100","MSUK-D70-6-2","ANGOOL Women's Bandeau Bra Strapless Non-Wired Padded Seamless Multiway Convertible Straps Full Support Non-Slip, White, S","1","amazon.co.uk","Amazon","LONDON","","SE9 2","MarketplaceFacilitator","12.97","2.60","0.82","0.17","0","0","-0.82","-0.17","-2.60","-2.34","-2.94","-0.11","0","7.58"
"1 Oct 2025 15:59:38 UTC","25636726972","Order","026-2746023-1717911","MSUK-D70-5-5","ANGOOL Women's Bandeau Bra Strapless Non-Wired Padded Seamless Multiway Convertible Straps Full Support Non-Slip, Beige, XL","1","amazon.co.uk","Amazon","HEMEL HEMPSTEAD","","HP2 4","MarketplaceFacilitator","12.97","2.60","0","0","0","0","0","0","-2.60","-2.34","-2.94","-0.11","0","7.58"
