"Includes Amazon Marketplace, Fulfilment by Amazon (FBA), and Amazon Webstore transactions"
"All amounts in GBP, unless specified"
"Definitions:"
"Sales tax collected: Includes sales tax collected from buyers for product sales, delivery, and gift wrap."
"Selling fees: Includes variable closing fees and referral fees."
"Other transaction fees: Includes delivery chargebacks, delivery holdbacks."
"Other: Includes non-order transaction amounts. For more details, see the ""Type"" and ""Description"" columns for each order ID."
"date/time","settlement id","type","order id","sku","description","quantity","marketplace","fulfilment","order city","order state","order postal","tax collection model","product sales","product sales tax","postage credits","shipping credits tax","gift wrap credits","giftwrap credits tax","promotional rebates","promotional rebates tax","marketplace withheld tax","selling fees","fba fees","other transaction fees","other","total"
"4 Oct 2025 14:20:52 UTC","25636726972","Order","203-5150415-7264327","MSUK-D74-7-3","ANGOOL Seamless Bras for Women Wire Free Push Up V Neck Padded Bralette Soft Support Full Coverage Comfort Women Bra, Brown, M","1","amazon.co.uk","Amazon","HARLOW","Essex","CM17 9","MarketplaceFacilitator","12.74","2.55","0","0","0","0","0","0","-2.55","-2.29","-2.72","-0.10","0","7.63"
"4 Oct 2025 14:36:14 UTC","25636726972","Order","204-1928717-4153908","MSUK-D70-2-4","ANGOOL Women's Bandeau Bra Strapless Non-Wired Padded Seamless Multiway Convertible Straps Full Support Non-Slip, Black, L","1","amazon.co.uk","Amazon","Warrington","","WA31","MarketplaceFacilitator","12.97","2.60","0","0","0","0","0","0","-2.60","-2.34","-2.94","-0.11","0","7.58"
"4 Oct 2025 14:45:03 UTC","25636726972","Order","204-2350819-6177940","MSUK-D70-5-4","ANGOOL Women's Bandeau Bra Strapless Non-Wired Padded Seamless Multiway Convertible Straps Full Support Non-Slip, Beige, L","1","amazon.co.uk","Amazon","High Wycombe","Bucks","HP10 8","MarketplaceFacilitator","12.97","2.60","0","0","0","0","0","0","-2.60","-2.34","-2.94","-0.11","0","7.58"
"4 Oct 2025 14:57:23 UTC","25636726972","Order","202-9026964-8493121","MSUK-D70-5-2","ANGOOL Women's Bandeau Bra Strapless Non-Wired Padded Seamless Multiway Convertible Straps Full Support Non-Slip, Beige, S","1","amazon.co.uk","Amazon","WORKSOP","Notts","S81 9","MarketplaceFacilitator","12.97","2.60","4.16","0.83","0","0","0","0","-3.43","-2.34","-7.10","-0.19","0","7.50"
"4 Oct 2025 15:46:20 UTC","25636726972","Order","202-3215026-0227562","MSUK-D25-20-3","ANGOOL Women's Wireless Seamless Sports Bra, Padded Racerback Adjustable Straps Longline Yoga Gym Training Bra, Black+Grey, M","1","amazon.co.uk","Amazon","BLACKBURN","","BB2 4","MarketplaceFacilitator","12.49","2.50","0","0","0","0","0","0","-2.50","-1.20","-2.95","-0.08","0","8.26"
"4 Oct 2025 15:55:09 UTC","25636726972","Order","202-2542061-2573942","MS-D23-1-3","ANGOOL Padded Sports Bra Wirefree Mid Impact Yoga Bras Unique Cross Back Strappy for Gym Yoga Purple","1","amazon.co.uk","Amazon","Bexleyheath","Greater London","DA7 5","MarketplaceFacilitator","8.49","1.70","0","0","0","0","0","0","-1.70","-0.82","-2.94","-0.08","0","4.65"
"4 Oct 2025 15:59:32 UTC","25636726972","Order","205-3587646-1287527","MSUK-D70-5-4","ANGOOL Women's Bandeau Bra Strapless Non-Wired Padded Seamless Multiway Convertible Straps Full Support Non-Slip, Beige, L","1","amazon.co.uk","Amazon","BEAULY","Inverness Shire","IV4 7","MarketplaceFacilitator","12.97","2.60","0","0","0","0","0","0","-2.60","-2.34","-2.94","-0.11","0","7.58"
"4 Oct 2025 16:04:36 UTC","25636726972","Order","026-0450154-8367555","MSUK-D25-206-4","ANGOOL Women's Wireless Seamless Sports Bra, Padded Racerback Adjustable Straps Longline Yoga Gym Training Bra, Black+Grey+White, L","1","amazon.co.uk","Amazon","ISLEWORTH","Middx","TW7 6","MarketplaceFacilitator","15.97","3.19","0","0","0","0","0","0","-3.19","-2.87","-3.19","-0.12","0","9.79"
"4 Oct 2025 16:12:22 UTC","25636726972","Order","205-0093734-0182772","MSUK-D70-6-4","ANGOOL Women's Bandeau Bra Strapless Non-Wired Padded Seamless Multiway Convertible Straps Full Support Non-Slip, White, L","1","amazon.co.uk","Amazon","Llantwit Major","Vale of Glamorgan","CF61 2","MarketplaceFacilitator","12.97","2.60","0","0","0","0","0","0","-2.60","-2.34","-2.94","-0.11","0","7.58"
"4 Oct 2025 17:00:22 UTC","25636726972","Order","204-4003965-8796329","MS-D06-206-2","ANGOOL Women's Sports Bra Padded High Impact Racerback Comfy Yoga Workout Bra, S Fit 30BC 30D 32BC 32D 34BC, Black+gray+white","1","amazon.co.uk","Amazon","SWINDON","","SN5 5","MarketplaceFacilitator","15.81","3.16","0","0","0","0","0","0","-3.16","-2.85","-3.16","-0.12","0","9.68"
"4 Oct 2025 17:20:00 UTC","25636726972","Order","203-6274748-5463511","MSUK-D30-25-2","Gnowann Bandeau Bra Seamless Removable Padded Strapless Bra Tube Tops Comfortable Soft Bralette with Convertible Straps, Black+Beige, S","1","amazon.co.uk","Amazon","LONDON","","SW16 4","MarketplaceFacilitator","11.72","2.35","0","0","0","0","0","0","-2.35","-1.13","-2.94","-0.08","0","7.57"
"4 Oct 2025 17:42:39 UTC","25636726972","FBA Customer Return Fee","202-5822706-2465168","X0019SD9XP","Fulfilment by Amazon customer return per-unit fee (Clothing & Shoes)","","Amazon.co.uk","","","","","","0","0","0","0","0","0","0","0","0","0","-1.60","0","0","-1.60"
"4 Oct 2025 18:40:27 UTC","25636726972","Order","202-1552139-1038762","MSUK-D70-5-4","ANGOOL Women's Bandeau Bra Strapless Non-Wired Padded Seamless Multiway Convertible Straps Full Support Non-Slip, Beige, L","1","amazon.co.uk","Amazon","READING","Berks","RG2 9","MarketplaceFacilitator","12.97","2.60","0","0","0","0","0","0","-2.60","-2.34","-2.94","-0.11","0","7.58"
"4 Oct 2025 18:49:36 UTC","25636726972","Adjustment","","MS-D22-5-5","FBA Inventory Reimbursement - Lost:Warehouse","1","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","4.04","4.04"
"4 Oct 2025 19:08:09 UTC","25636726972","FBA Customer Return Fee","205-4947614-1830758","X0027AGXUF","Fulfilment by Amazon customer return per-unit fee (Clothing & Shoes)","","Amazon.co.uk","","","","","","0","0","0","0","0","0","0","0","0","0","-1.36","0","0","-1.36"
"4 Oct 2025 20:00:55 UTC","25636726972","Order","205-8493321-2633125","MSUK-D60-257-1","ANGOOL Women's Seamless Rib-Knit Spaghetti Strap Racerback Camisole Tops, Crop Ribbed No Pad Workout Gym Yoga Tank Tops, Black+Beige+Light Brown, XS-S","1","amazon.co.uk","Amazon","KETTERING","","NN14 6","MarketplaceFacilitator","13.74","2.75","0","0","0","0","0","0","-2.75","-2.47","-2.90","-0.11","0","8.26"
"4 Oct 2025 20:05:32 UTC","25636726972","Order","206-4459205-6413952","MSUK-D70-2-5","ANGOOL Women's Bandeau Bra Strapless Non-Wired Padded Seamless Multiway Convertible Straps Full Support Non-Slip, Black, XL","1","amazon.co.uk","Amazon","DOWNPATRICK","","BT30 6","MarketplaceFacilitator","12.97","2.60","0","0","0","0","0","0","-2.60","-2.34","-2.94","-0.11","0","7.58"
"4 Oct 2025 20:24:08 UTC","25636726972","Order","205-8277213-9637929","MSUK-D70-5-5","ANGOOL Women's Bandeau Bra Strapless Non-Wired Padded Seamless Multiway Convertible Straps Full Support Non-Slip, Beige, XL","1","amazon.co.uk","Amazon","KILMARNOCK","","KA3 5","MarketplaceFacilitator","12.97","2.60","0","0","0","0","0","0","-2.60","-2.34","-2.94","-0.11","0","7.58"
"4 Oct 2025 20:25:04 UTC","25636726972","Order","204-5800353-3474763","MSUK-D72-26-2","ANGOOL Women's Seamless Sports Bras Wireless Non-Wired with Removable Pads Adjustable Spaghetti Straps Light Support for Yoga Gym Workout, Black+White","1","amazon.co.uk","Amazon","LONDON","","SE19 1","MarketplaceFacilitator","9.99","2.00","0","0","0","0","0","0","-2.00","-0.96","-2.97","-0.08","0","5.98"
"4 Oct 2025 20:49:37 UTC","25636726972","Order","206-3135953-2569150","MS-D06-206-3","ANGOOL Women's Sports Bra Padded High Impact Racerback Comfy Yoga Workout Bra, M Fit 32DD 32E 34D 34DD 36BC 38BC, Black+gray+white","1","amazon.co.uk","Amazon","FORFAR","Angus","DD8 2","MarketplaceFacilitator","15.81","3.16","0","0","0","0","0","0","-3.16","-2.85","-3.16","-0.12","0","9.68"
"4 Oct 2025 20:56:44 UTC","25636726972","Order","203-7717992-0985117","MSUK-D74-2-4","ANGOOL Seamless Bras for Women Wire Free Push Up V Neck Padded Bralette Soft Support Full Coverage Comfort Women Bra, Black, L","1","amazon.co.uk","Amazon","WOLVERHAMPTON","","WV1 3","MarketplaceFacilitator","12.74","2.55","0","0","0","0","0","0","-2.55","-2.29","-2.72","-0.10","0","7.63"
"4 Oct 2025 20:57:06 UTC","25636726972","Order","026-1090853-6028340","MSUK-D70-7-2","ANGOOL Women's Bandeau Bra Strapless Non-Wired Padded Seamless Multiway Convertible Straps Full Support Non-Slip, Brown, S","1","amazon.co.uk","Amazon","London","","E14 3","MarketplaceFacilitator","12.97","2.60","0","0","0","0","0","0","-2.60","-2.34","-2.94","-0.11","0","7.58"
"4 Oct 2025 21:02:53 UTC","25636726972","Order","205-9747141-9869903","MSUK-D71-5-2","ANGOOL Women's Sports Bra Non-Wired Padded Adjustable Straps Low Impact Workout for Yoga Pilates Gym, Beige, S","1","amazon.co.uk","Amazon","CRAWLEY","","RH10 3","MarketplaceFacilitator","10.92","2.19","1.66","0.33","0","0","0","0","-2.52","-1.05","-4.38","-0.10","0","7.05"
"4 Oct 2025 21:16:13 UTC","25636726972","Order","203-4762238-8312366","MSUK-D70-5-3","ANGOOL Women's Bandeau Bra Strapless Non-Wired Padded Seamless Multiway Convertible Straps Full Support Non-Slip, Beige, M","1","amazon.co.uk","Amazon","BELFAST","Antrim","BT17 0","MarketplaceFacilitator","12.97","2.60","0","0","0","0","0","0","-2.60","-2.34","-2.94","-0.11","0","7.58"
"4 Oct 2025 21:20:35 UTC","25636726972","Order","202-9338896-9311547","MSUK-D74-7-3","ANGOOL Seamless Bras for Women Wire Free Push Up V Neck Padded Bralette Soft Support Full Coverage Comfort Women Bra, Brown, M","1","amazon.co.uk","Amazon","LEE-ON-THE-SOLENT","","PO13 8","MarketplaceFacilitator","12.74","2.55","0","0","0","0","0","0","-2.55","-2.29","-2.72","-0.10","0","7.63"
"4 Oct 2025 21:24:08 UTC","25636726972","Order","205-9848507-6718728","MSUK-D70-2-5","ANGOOL Women's Bandeau Bra Strapless Non-Wired Padded Seamless Multiway Convertible Straps Full Support Non-Slip, Black, XL","1","amazon.co.uk","Amazon","BOURNEMOUTH","","BH8 0","MarketplaceFacilitator","12.97","2.60","0","0","0","0","0","0","-2.60","-2.34","-2.94","-0.11","0","7.58"
"4 Oct 2025 21:31:35 UTC","25636726972","Order","202-0890272-5233146","MSUK-D70-6-3","ANGOOL Women's Bandeau Bra Strapless Non-Wired Padded Seamless Multiway Convertible Straps Full Support Non-Slip, White, M","1","amazon.co.uk","Amazon","REIGATE","","RH2 9","MarketplaceFacilitator","12.97","2.60","0","0","0","0","0","0","-2.60","-2.34","-2.94","-0.11","0","7.58"
"4 Oct 2025 21:42:13 UTC","25636726972","Order","204-4521427-1569907","MSUK-D70-6-3","ANGOOL Women's Bandeau Bra Strapless Non-Wired Padded Seamless Multiway Convertible Straps Full Support Non-Slip, White, M","1","amazon.co.uk","Amazon","KINROSS","Kinross Shire","KY13 8","MarketplaceFacilitator","12.97","2.60","0","0","0","0","0","0","-2.60","-2.34","-2.94","-0.11","0","7.58"
"4 Oct 2025 21:42:50 UTC","25636726972","Refund","205-3587646-1287527","MSUK-D70-5-4","ANGOOL Women's Bandeau Bra Strapless Non-Wired Padded Seamless Multiway Convertible Straps Full Support Non-Slip, Beige, L","1","amazon.co.uk","Amazon","BEAULY","Inverness Shire","IV4 7","MarketplaceFacilitator","-12.97","-2.60","0","0","0","0","0","0","2.60","1.87","0","0.05","0","-11.05"
"4 Oct 2025 21:48:22 UTC","25636726972","Order","204-5349716-3365957","MSUK-D70-5-6","ANGOOL Women's Bandeau Bra Strapless Non-Wired Padded Seamless Multiway Convertible Straps Full Support Non-Slip, Beige, XXL","1","amazon.co.uk","Amazon","Farnham","Surrey","GU9 0","MarketplaceFacilitator","12.97","2.60","0","0","0","0","0","0","-2.60","-2.34","-2.94","-0.11","0","7.58"
"4 Oct 2025 21:52:15 UTC","25636726972","Order","206-4324663-1082741","MSUK-D70-5-4","ANGOOL Women's Bandeau Bra Strapless Non-Wired Padded Seamless Multiway Convertible Straps Full Support Non-Slip, Beige, L","1","amazon.co.uk","Amazon","WIGAN","LANCS","WN6 9","MarketplaceFacilitator","12.97","2.60","0","0","0","0","0","0","-2.60","-2.34","-2.94","-0.11","0","7.58"
"4 Oct 2025 21:52:15 UTC","25636726972","Order","206-4324663-1082741","MSUK-D70-5-3","ANGOOL Women's Bandeau Bra Strapless Non-Wired Padded Seamless Multiway Convertible Straps Full Support Non-Slip, Beige, M","1","amazon.co.uk","Amazon","WIGAN","LANCS","WN6 9","MarketplaceFacilitator","12.97","2.60","0","0","0","0","0","0","-2.60","-2.34","-2.94","-0.11","0","7.58"
"4 Oct 2025 22:21:07 UTC","25636726972","Order","026-0008975-7661176","MS-D23-216-5","ANGOOL Padded Sports Bra Wirefree Mid Impact Yoga Bras Unique Cross Back Strappy for Gym Yoga","1","amazon.co.uk","Amazon","STOKE-ON-TRENT","","ST4 7","MarketplaceFacilitator","16.42","3.29","0","0","0","0","0","0","-3.29","-2.96","-2.97","-0.12","0","10.37"
"4 Oct 2025 22:23:06 UTC","25636726972","Order","204-0552522-0529969","MSUK-D72-201-3","ANGOOL Women's Seamless Sports Bras Wireless Non-Wired with Removable Pads Adjustable Spaghetti Straps Light Support for Yoga Gym Workout, Black+Gray+","1","amazon.co.uk","Amazon","BRIGHTON","","BN1 5","MarketplaceFacilitator","14.37","2.87","1.87","0.37","0","0","-1.87","-0.37","-2.87","-2.59","-2.97","-0.11","0","8.70"
"4 Oct 2025 22:25:30 UTC","25636726972","Order","205-1257058-4090717","MSUK-D70-5-2","ANGOOL Women's Bandeau Bra Strapless Non-Wired Padded Seamless Multiway Convertible Straps Full Support Non-Slip, Beige, S","1","amazon.co.uk","Amazon","STEVENAGE","","SG1 1","MarketplaceFacilitator","12.97","2.60","0","0","0","0","0","0","-2.60","-2.34","-2.94","-0.11","0","7.58"
"4 Oct 2025 22:33:42 UTC","25636726972","Order","204-3374573-5073931","MSUK-D70-5-5","ANGOOL Women's Bandeau Bra Strapless Non-Wired Padded Seamless Multiway Convertible Straps Full Support Non-Slip, Beige, XL","1","amazon.co.uk","Amazon","BROMLEY","","BR1 5","MarketplaceFacilitator","12.97","2.60","0.55","0.11","0","0","-0.55","-0.11","-2.60","-2.34","-2.94","-0.11","0","7.58"
"4 Oct 2025 22:35:22 UTC","25636726972","Order","202-0900158-6325944","MSUK-D70-5-5","ANGOOL Women's Bandeau Bra Strapless Non-Wired Padded Seamless Multiway Convertible Straps Full Support Non-Slip, Beige, XL","1","amazon.co.uk","Amazon","DEAL","","CT14 7","MarketplaceFacilitator","12.97","2.60","0","0","0","0","0","0","-2.60","-2.34","-2.94","-0.11","0","7.58"
"4 Oct 2025 22:43:03 UTC","25636726972","Order","206-7733731-8019543","MSUK-D70-5-6","ANGOOL Women's Bandeau Bra Strapless Non-Wired Padded Seamless Multiway Convertible Straps Full Support Non-Slip, Beige, XXL","1","amazon.co.uk","Amazon","LEIGHTON BUZZARD","","LU7 4","MarketplaceFacilitator","12.97","2.60","0","0","0","0","0","0","-2.60","-2.34","-2.94","-0.11","0","7.58"
"4 Oct 2025 22:43:51 UTC","25636726972","Order","205-3339178-4063521","MS-D06-208-3","ANGOOL Women's Sports Bra Padded High Impact Racerback Comfy Yoga Workout Bra, M Fit 32DD 32E 34D 34DD 36B 36C 38B 38C, Black+grey+green","1","amazon.co.uk","Amazon","GILLINGHAM","Kent","ME8 6","MarketplaceFacilitator","15.81","3.16","0","0","0","0","0","0","-3.16","-2.85","-3.16","-0.12","0","9.68"
"4 Oct 2025 22:45:17 UTC","25636726972","Order","026-0800011-1202712","MSUK-D73-26-4","ANGOOL Women's Cross Back Sports Bra Seamless Padded Bustier Wireless Gym Crop Top for Workouts Yoga Fitness, Black+White, L","1","amazon.co.uk","Amazon","BURY","Lancs","BL9 8","MarketplaceFacilitator","12.49","2.50","0","0","0","0","0","0","-2.50","-1.20","-2.72","-0.07","0","8.50"
"4 Oct 2025 23:10:46 UTC","25636726972","Order","204-2739416-0789923","MSUK-D63-20-3","ANGOOL Seamless Removable Padded Sports Bra, Cross Back Yoga Fitness Workout Bra,Black+Gray,M","1","amazon.co.uk","Amazon","NEWTOWN","","SY16 3","MarketplaceFacilitator","13.45","2.69","0","0","0","0","0","0","-2.69","-2.42","-2.72","-0.10","0","8.21"
"4 Oct 2025 23:38:12 UTC","25636726972","Order","203-9154361-0025917","MS-D22-2-3","ANGOOL Bandeau Bra Seamless Non Padded Strapless Bra Boobtube Style Stretch Basic Layer Soft Bralette M Fit 32DD 36B 36C 38B 38C, Black","1","amazon.co.uk","Amazon","BIRMINGHAM","","B20 3","MarketplaceFacilitator","8.79","1.76","0","0","0","0","0","0","-1.76","-0.84","-2.07","-0.06","0","5.82"
"4 Oct 2025 23:57:58 UTC","25636726972","Order","204-4913496-9653128","MSUK-D63-209-4","ANGOOL Seamless Removable Padded Sports Bra, Cross Back Yoga Fitness Workout Bra,Black+Gray+Red,L","1","amazon.co.uk","Amazon","HOUNSLOW","","TW3 4","MarketplaceFacilitator","17.70","3.54","0","0","0","0","0","0","-3.54","-3.19","-2.72","-0.11","0","11.68"
"5 Oct 2025 07:14:53 UTC","25636726972","Order","202-2295329-2997125","MSUK-D74-2-3","ANGOOL Seamless Bras for Women Wire Free Push Up V Neck Padded Bralette Soft Support Full Coverage Comfort Women Bra, Black, M","1","amazon.co.uk","Amazon","DARTFORD","","DA2 7","MarketplaceFacilitator","12.74","2.55","0.55","0.11","0","0","-0.55","-0.11","-2.55","-2.29","-2.72","-0.10","0","7.63"
"5 Oct 2025 07:47:39 UTC","25636726972","FBA Customer Return Fee","206-9917018-8746755","X0027D4JTT","Fulfilment by Amazon customer return per-unit fee (Clothing & Shoes)","","Amazon.co.uk","","","","","","0","0","0","0","0","0","0","0","0","0","-1.47","0","0","-1.47"
"5 Oct 2025 10:10:33 UTC","25636726972","FBA Customer Return Fee","205-7597878-1022746","X0027D20K9","Fulfilment by Amazon customer return per-unit fee (Clothing & Shoes)","","Amazon.co.uk","","","","","","0","0","0","0","0","0","0","0","0","0","-1.47","0","0","-1.47"
"5 Oct 2025 10:57:33 UTC","25636726972","FBA Customer Return Fee","026-5808920-6213916","X0027D4JTT","Fulfilment by Amazon customer return per-unit fee (Clothing & Shoes)","","Amazon.co.uk","","","","","","0","0","0","0","0","0","0","0","0","0","-1.47","0","0","-1.47"
"5 Oct 2025 12:49:25 UTC","25636726972","Order","206-2204604-4880347","MS-D06-208-4","ANGOOL Women's Sports Bra Padded High Impact Racerback Comfy Yoga Workout Bra, L Fit 36D 36DD 36E 38D 40B 40C, Black+grey+green","1","amazon.co.uk","Amazon","Chippenham","Wiltshire","SN15 3","MarketplaceFacilitator","15.81","3.16","0","0","0","0","0","0","-3.16","-2.85","-2.93","-0.12","0","9.91"
"5 Oct 2025 13:34:21 UTC","25636726972","Order","203-1188868-6586720","MSUK-D70-7-3","ANGOOL Women's Bandeau Bra Strapless Non-Wired Padded Seamless Multiway Convertible Straps Full Support Non-Slip, Brown, M","1","amazon.co.uk","Amazon","CARTERTON","Oxfordshire","OX18 1","MarketplaceFacilitator","12.97","2.60","0","0","0","0","0","0","-2.60","-2.34","-2.94","-0.11","0","7.58"
"5 Oct 2025 14:07:50 UTC","25636726972","Order","203-9358356-7086763","MSUK-D63-20-3","ANGOOL Seamless Removable Padded Sports Bra, Cross Back Yoga Fitness Workout Bra,Black+Gray,M","1","amazon.co.uk","Amazon","SKEGNESS","","PE25 3","MarketplaceFacilitator","13.45","2.69","0","0","0","0","0","0","-2.69","-2.42","-2.72","-0.10","0","8.21"
"5 Oct 2025 14:13:08 UTC","25636726972","Order","206-0145653-2472378","MSUK-D70-5-2","ANGOOL Women's Bandeau Bra Strapless Non-Wired Padded Seamless Multiway Convertible Straps Full Support Non-Slip, Beige, S","1","amazon.co.uk","Amazon","CREWE","Cheshire","CW1 4","MarketplaceFacilitator","12.97","2.60","0","0","0","0","0","0","-2.60","-2.34","-2.94","-0.11","0","7.58"
"5 Oct 2025 14:15:20 UTC","25636726972","Order","206-3092154-6633105","MSUK-D74-6-3","ANGOOL Seamless Bras for Women Wire Free Push Up V Neck Padded Bralette Soft Support Full Coverage Comfort Women Bra, White, M","1","amazon.co.uk","Amazon","LONDON","","SW1V 4","MarketplaceFacilitator","12.74","2.55","0","0","0","0","0","0","-2.55","-2.29","-2.72","-0.10","0","7.63"
"5 Oct 2025 14:25:49 UTC","25636726972","Order","205-3282900-4388350","MSUK-D74-6-3","ANGOOL Seamless Bras for Women Wire Free Push Up V Neck Padded Bralette Soft Support Full Coverage Comfort Women Bra, White, M","1","amazon.co.uk","Amazon","Wisbech St.Mary","Cambridgeshire","PE13 4","MarketplaceFacilitator","12.74","2.55","0","0","0","0","0","0","-2.55","-2.29","-2.72","-0.10","0","7.63"
"5 Oct 2025 14:30:09 UTC","25636726972","Order","206-9966732-7265948","MSUK-D73-209-4","ANGOOL Women's Cross Back Sports Bra Seamless Padded Bustier Wireless Gym Crop Top for Workouts Yoga Fitness, Black+Grey+Wine Red, L","1","amazon.co.uk","Amazon","BIRMINGHAM","","B31 5","MarketplaceFacilitator","15.37","3.08","0","0","0","0","0","0","-3.08","-2.77","-2.72","-0.11","0","9.77"
"5 Oct 2025 14:53:21 UTC","25636726972","Order","203-8284606-5780328","MSUK-D70-2-3","ANGOOL Women's Bandeau Bra Strapless Non-Wired Padded Seamless Multiway Convertible Straps Full Support Non-Slip, Black, M","1","amazon.co.uk","Amazon","GUILDFORD","Surrey","GU2 8","MarketplaceFacilitator","12.97","2.60","0","0","0","0","0","0","-2.60","-2.34","-2.94","-0.11","0","7.58"
"5 Oct 2025 15:04:40 UTC","25636726972","Order","202-0570232-6031530","MSUK-D70-2-3","ANGOOL Women's Bandeau Bra Strapless Non-Wired Padded Seamless Multiway Convertible Straps Full Support Non-Slip, Black, M","1","amazon.co.uk","Amazon","TADCASTER","","LS24 9","MarketplaceFacilitator","12.97","2.60","0","0","0","0","0","0","-2.60","-2.34","-2.94","-0.11","0","7.58"
"5 Oct 2025 15:05:19 UTC","25636726972","Order","202-0959866-5541123","MSUK-D70-5-3","ANGOOL Women's Bandeau Bra Strapless Non-Wired Padded Seamless Multiway Convertible Straps Full Support Non-Slip, Beige, M","1","amazon.co.uk","Amazon","HENGOED","M Glam","CF82 8","MarketplaceFacilitator","12.97","2.60","0","0","0","0","0","0","-2.60","-2.34","-2.94","-0.11","0","7.58"
"5 Oct 2025 16:01:53 UTC","25636726972","Order","202-2729011-7860319","MSUK-D70-2-4","ANGOOL Women's Bandeau Bra Strapless Non-Wired Padded Seamless Multiway Convertible Straps Full Support Non-Slip, Black, L","1","amazon.co.uk","Amazon","ABERDEEN","","AB21 9","MarketplaceFacilitator","12.97","2.60","0","0","0","0","0","0","-2.60","-2.34","-2.94","-0.11","0","7.58"
"5 Oct 2025 16:10:16 UTC","25636726972","Order","206-3235573-5005157","MSUK-D73-269-4","ANGOOL Women's Cross Back Sports Bra Seamless Padded Bustier Wireless Gym Crop Top for Workouts Yoga Fitness, Black+White+Wine Red, L","1","amazon.co.uk","Amazon","Wickford","Essex","SS11 7","MarketplaceFacilitator","15.59","3.12","0","0","0","0","0","0","-3.12","-2.81","-2.72","-0.11","0","9.95"
"5 Oct 2025 16:11:50 UTC","25636726972","Order","202-6605259-3461902","MS-D06-208-5","ANGOOL Women's Sports Bra Padded High Impact Racerback Comfy Yoga Workout Bra, XL Fit 38DD 40D 40DD 42B 42C 42D, Black+grey+green","1","amazon.co.uk","Amazon","HULL","","HU6 9","MarketplaceFacilitator","15.81","3.16","4.16","0.83","0","0","0","0","-3.99","-2.85","-7.35","-0.20","0","9.57"
"5 Oct 2025 16:22:18 UTC","25636726972","Order","204-8133201-4928344","MSUK-D74-2-4","ANGOOL Seamless Bras for Women Wire Free Push Up V Neck Padded Bralette Soft Support Full Coverage Comfort Women Bra, Black, L","1","amazon.co.uk","Amazon","SWINDON","Wiltshire","SN25 4","MarketplaceFacilitator","12.74","2.55","0","0","0","0","0","0","-2.55","-2.29","-2.72","-0.10","0","7.63"
"5 Oct 2025 16:27:29 UTC","25636726972","Order","204-6656692-4647522","MSUK-D70-5-5","ANGOOL Women's Bandeau Bra Strapless Non-Wired Padded Seamless Multiway Convertible Straps Full Support Non-Slip, Beige, XL","1","amazon.co.uk","Amazon","NEWTON AYCLIFFE","","DL5 5","MarketplaceFacilitator","12.97","2.60","1.38","0.28","0","0","0","0","-2.88","-2.34","-4.32","-0.14","0","7.55"
"5 Oct 2025 16:48:19 UTC","25636726972","Order","205-0927865-6944362","MSUK-D70-6-5","ANGOOL Women's Bandeau Bra Strapless Non-Wired Padded Seamless Multiway Convertible Straps Full Support Non-Slip, White, XL","1","amazon.co.uk","Amazon","HAWICK","","TD9 9","MarketplaceFacilitator","12.97","2.60","0","0","0","0","0","0","-2.60","-2.34","-2.94","-0.11","0","7.58"
"5 Oct 2025 16:53:33 UTC","25636726972","Order","204-1170500-4277933","MSUK-D70-5-3","ANGOOL Women's Bandeau Bra Strapless Non-Wired Padded Seamless Multiway Convertible Straps Full Support Non-Slip, Beige, M","1","amazon.co.uk","Amazon","ASHTEAD","","KT21 2","MarketplaceFacilitator","12.97","2.60","0","0","0","0","0","0","-2.60","-2.34","-2.94","-0.11","0","7.58"
"5 Oct 2025 17:21:38 UTC","25636726972","Order","205-1086408-2130736","MSUK-D70-5-2","ANGOOL Women's Bandeau Bra Strapless Non-Wired Padded Seamless Multiway Convertible Straps Full Support Non-Slip, Beige, S","1","amazon.co.uk","Amazon","SOUTH QUEENSFERRY","","EH30 9","MarketplaceFacilitator","12.97","2.60","0","0","0","0","0","0","-2.60","-2.34","-2.94","-0.11","0","7.58"
"5 Oct 2025 17:32:31 UTC","25636726972","Order","026-6352917-4256320","MSUK-D63-206-4","ANGOOL Seamless Removable Padded Sports Bra, Cross Back Yoga Fitness Workout Bra,Black+Gray+White,L","1","amazon.co.uk","Amazon","SHEERNESS","","ME12 3","MarketplaceFacilitator","16.24","3.25","0","0","0","0","0","0","-3.25","-2.92","-2.72","-0.11","0","10.49"
"5 Oct 2025 17:39:38 UTC","25636726972","FBA Customer Return Fee","204-2421160-6209961","X0027CT3PP","Fulfilment by Amazon customer return per-unit fee (Clothing & Shoes)","","Amazon.co.uk","","","","","","0","0","0","0","0","0","0","0","0","0","-1.47","0","0","-1.47"
"5 Oct 2025 17:43:38 UTC","25636726972","Order","206-3304434-1649968","MS-D22-7-4","ANGOOL Bandeau Bra Seamless Non Padded Strapless Bra Tube Style Stretch Basic Layer Soft Bralette, Brown, L Fit 36D 40B 40C","1","amazon.co.uk","Amazon","LONDON","","W5 2","MarketplaceFacilitator","8.79","1.76","0","0","0","0","0","0","-1.76","-0.84","-2.94","-0.08","0","4.93"
