"Includes Amazon Marketplace, Fulfillment by Amazon (FBA), and Amazon Webstore transactions"
"All amounts in USD, unless specified"
"Definitions:"
"Sales tax collected: Includes sales tax collected from buyers for product sales, shipping, and gift wrap."
"Selling fees: Includes variable closing fees and referral fees."
"Other transaction fees: Includes shipping chargebacks, shipping holdbacks, per-item fees  and sales tax collection fees."
"Other: Includes non-order transaction amounts. For more details, see the ""Type"" and ""Description"" columns for each order ID."
"date/time","settlement id","type","order id","sku","description","quantity","marketplace","account type","fulfillment","order city","order state","order postal","tax collection model","product sales","product sales tax","shipping credits","shipping credits tax","gift wrap credits","giftwrap credits tax","Regulatory Fee","Tax On Regulatory Fee","promotional rebates","promotional rebates tax","marketplace withheld tax","selling fees","fba fees","other transaction fees","other","total"
"Jul 1, 2025 1:19:41 AM PDT","23868425251","Order","113-7553578-5188259","MSUS-D33-5-3","Gnowann Strapless Bras for Women Non-Slip Silicone Bandeau Bralette Seamless Wireless Strapless Bra Padded Tube Top Beige M","1","amazon.com","Standard Orders","Amazon","KANSAS CITY","MO","64154","MarketplaceFacilitator","16.82","1.47","0","0","0","0","0","0","0","0","-1.47","-1.68","-4.67","0","0","10.47"
"Jul 1, 2025 1:20:13 AM PDT","23868425251","Order","111-8270380-8349850","MSUS-D33-25-5","Gnowann Strapless Bras for Women Non-Slip Silicone Bandeau Bralette Seamless Wireless Strapless Bra Padded Tube Top Black+Beige XL","1","amazon.com","Standard Orders","Amazon","BROOKLYN","NY","11228","MarketplaceFacilitator","27.40","0","0","0","0","0","0","0","0","0","0","-4.66","-5.90","0","0","16.84"
"Jul 1, 2025 1:20:13 AM PDT","23868425251","Order","111-8270380-8349850","MSUS-D33-265-4","Gnowann Strapless Bras for Women Non-Slip Silicone Bandeau Bralette Seamless Wireless Strapless Bra Padded Tube Top Black+White+Beige L","1","amazon.com","Standard Orders","Amazon","BROOKLYN","NY","11228","MarketplaceFacilitator","33.14","0","0","0","0","0","0","0","0","0","0","-5.63","-5.90","0","0","21.61"
"Jul 1, 2025 1:22:56 AM PDT","23868425251","Order","114-7247946-1972216","MSUS-D33-5-2","Gnowann Strapless Bras for Women Non-Slip Silicone Bandeau Bralette Seamless Wireless Strapless Bra Padded Tube Top Beige S","1","amazon.com","Standard Orders","Amazon","AUSTIN","TX","78737","MarketplaceFacilitator","16.82","1.39","0","0","0","0","0","0","0","0","-1.39","-1.68","-4.67","0","0","10.47"
"Jul 1, 2025 1:23:34 AM PDT","23868425251","Order","112-7947720-2620247","MSUS-D33-2-5","Gnowann Strapless Bras for Women Non-Slip Silicone Bandeau Bralette Seamless Wireless Strapless Bra Padded Tube Top Black XL","1","amazon.com","Standard Orders","Amazon","HACKETTSTOWN","NJ","07840","MarketplaceFacilitator","16.82","0","0","0","0","0","0","0","0","0","0","-1.68","-5.90","0","0","9.24"
"Jul 1, 2025 1:32:55 AM PDT","23868425251","Order","113-1281147-3961053","MSUS-D33-5-5","Gnowann Strapless Bras for Women Non-Slip Silicone Bandeau Bralette Seamless Wireless Strapless Bra Padded Tube Top Beige XL","1","amazon.com","Standard Orders","Amazon","LEXINGTON","SC","29072","MarketplaceFacilitator","16.82","1.18","0.42","0","0","0","0","0","-0.42","0","-1.18","-1.68","-5.90","0","0","9.24"
"Jul 1, 2025 1:34:35 AM PDT","23868425251","Order","113-1706868-9143401","MSUS-D33-2-5","Gnowann Strapless Bras for Women Non-Slip Silicone Bandeau Bralette Seamless Wireless Strapless Bra Padded Tube Top Black XL","1","amazon.com","Standard Orders","Amazon","PACOIMA","CA","91331","MarketplaceFacilitator","16.82","1.64","1.49","0","0","0","0","0","-1.49","0","-1.64","-1.68","-5.90","0","0","9.24"
"Jul 1, 2025 1:34:52 AM PDT","23868425251","Order","111-3484270-2726603","MSUS-D33-2-2","Gnowann Strapless Bras for Women Non-Slip Silicone Bandeau Bralette Seamless Wireless Strapless Bra Padded Tube Top Black S","1","amazon.com","Standard Orders","Amazon","SHICKSHINNY","PA","18655","MarketplaceFacilitator","16.82","0","0","0","0","0","0","0","0","0","0","-1.68","-5.12","0","0","10.02"
"Jul 1, 2025 1:38:29 AM PDT","23868425251","Order","111-6387190-2797845","MSUS-D33-5-3","Gnowann Strapless Bras for Women Non-Slip Silicone Bandeau Bralette Seamless Wireless Strapless Bra Padded Tube Top Beige M","1","amazon.com","Standard Orders","Amazon","ARTESIA","CA","90701","MarketplaceFacilitator","16.82","1.77","1.50","0","0","0","0","0","-1.50","0","-1.77","-1.68","-4.67","0","0","10.47"
"Jul 1, 2025 1:38:29 AM PDT","23868425251","Order","111-6387190-2797845","MSUS-D33-5-2","Gnowann Strapless Bras for Women Non-Slip Silicone Bandeau Bralette Seamless Wireless Strapless Bra Padded Tube Top Beige S","1","amazon.com","Standard Orders","Amazon","ARTESIA","CA","90701","MarketplaceFacilitator","16.82","1.77","1.49","0","0","0","0","0","-1.49","0","-1.77","-1.68","-4.67","0","0","10.47"
